TIPO CONTENEDOR;CANTIDAD;DIRECCION COMPLETA;NOMBRE;NÚMERO;DISTRITO;LATITUD;LONGITUD
Contenedor de ropa;1;Calle  Ensanche Vallecas , 62 frente;Calle Ensanche Vallecas ;62;Villa Vallecas;40,36265041;-3,596570298
Contenedor de ropa;1;Calle  Peñaranda de Bracamontes , 22 (farola 30);Calle Peñaranda de Bracamontes ;22;Villa Vallecas;40,36335009;-3,594359905
Contenedor de ropa;1;Calle  Peñaranda de Bracamontes , 57 ;Calle Peñaranda de Bracamontes ;57;Villa Vallecas;40,36460056;-3,602370442
Contenedor de ropa;1;Calle  Granja de San Idelfonso , 29 (farola 28);Calle Granja de San Idelfonso ;29;Villa Vallecas;40,3702205;-3,60855963
Contenedor de ropa;1;Calle  Alameda del Valle , 26 frente;Calle Alameda del Valle ;26;Villa Vallecas;40,36643985;-3,61120046
Contenedor de ropa;1;Avenida  Gavia , 39 ;Avenida Gavia ;39;Villa Vallecas;40,36611048;-3,61825025
Contenedor de ropa;1;Calle  Congosto , 76 ;Calle Congosto ;76;Villa Vallecas;40,36556016;-3,619570254
Contenedor de ropa;1;Avenida  Gavia , 16 ;Avenida Gavia ;16;Villa Vallecas;40,36953985;-3,614100127
Contenedor de ropa;1;Calle  Cabeza Mesada , 28 ;Calle Cabeza Mesada ;28;Villa Vallecas;40,3700203;-3,617939679
Contenedor de ropa;1;Calle  Bulevar Naturaleza , 10 ;Calle Bulevar Naturaleza ;10;Villa Vallecas;40,37462995;-3,610879838
Contenedor de ropa;1;Calle  Torre Don Miguel , 31 frente;Calle Torre Don Miguel ;31;Villa Vallecas;40,37359029;-3,625710219
Contenedor de ropa;1;Calle  Gamonal , 5 ;Calle Gamonal ;5;Villa Vallecas;40,37415038;-3,6299101
Contenedor de ropa;1;Calle  Luis I, 36 ;Calle Luis I;36;Villa Vallecas;40,37172037;-3,64385988
Contenedor de ropa;1;Calle  San Jaime , 22 ;Calle San Jaime ;22;Villa Vallecas;40,37809929;-3,628828107
Contenedor de ropa;1;Calle  Sierra de Palomeras , 12 ;Calle Sierra de Palomeras ;12;Villa Vallecas;40,37769034;-3,628700259
Contenedor de ropa;1;Calle  Fuentidueña, 33 frente;Calle Fuentidueña;33;Villa Vallecas;40,37712031;-3,624330442
Contenedor de ropa;1;Calle  Sierra Gador , 35 ;Calle Sierra Gador ;35;Villa Vallecas;40,38022455;-3,622247305
Contenedor de ropa;1;Avenida  Santa Eugenia , 45 ;Avenida Santa Eugenia ;45;Villa Vallecas;40,38256969;-3,610540397
Contenedor de ropa;1;Avenida  Santa Eugenia , 60 ;Avenida Santa Eugenia ;60;Villa Vallecas;40,37912048;-3,608929503
Contenedor de ropa;1;Calle  Enrique García Alvarez , 5 ;Calle Enrique García Alvarez ;5;Villa Vallecas;40,38036008;-3,614049931
Contenedor de ropa;1;Calle  Ensanche Vallecas , 11 ;Calle Ensanche Vallecas ;11;Villa Vallecas;40,37029857;-3,61206632
Contenedor de ropa;1;Avenida  Valdeculebras, 119 ;Avenida Valdeculebras;119;Villa Vallecas;40,35851761;-3,585683503
Contenedor de ropa;1;Calle  Puerto Porzuna, 17 ;Calle Puerto Porzuna;17;Villa Vallecas;40,37502871;-3,621830094
Contenedor de ropa;1;Avenida  Las Suertes, 13 ;Avenida Las Suertes;13;Villa Vallecas;40,37196154;-3,608914061
Contenedor de ropa;1;Avenida  Las Suertes, 80 ;Avenida Las Suertes;80;Villa Vallecas;40,36637615;-3,598208987
Contenedor de ropa;1;Calle  Cañada del Santisimo, s/n farola 41;Calle Cañada del Santisimo;s/n;Villa Vallecas;40,362279;-3,600876
Contenedor de ropa;1;Calle  Cerro Milano, 8 ;Calle Cerro Milano;8;Villa Vallecas;40,36800006;-3,618334182
Contenedor de ropa;1;Avenida  Gavia , 90-92 ;Avenida Gavia ;s/n;Villa Vallecas;40,3649592;-3,619025085
Contenedor de ropa;1;Calle  Congosto , 9 ;Calle Congosto ;9;Villa Vallecas;40,37554301;-3,620074212
Contenedor de ropa;1;Calle  Peña Vargas, 5 ;Calle Peña Vargas;5;Villa Vallecas;40,37461607;-3,620727967
Contenedor de ropa;1;Calle  Rafael de León, 22 ;Calle Rafael de León;22;Villa Vallecas;40,36511786;-3,601245655
Contenedor de ropa;1;Calle  Real Arganda, 4 ;Calle Real Arganda;4;Villa Vallecas;40,37953198;-3,620663406
Contenedor de ropa;1;Calle  Cerro Almodovar, 9 ;Calle Cerro Almodovar;9;Villa Vallecas;40,3816895;-3,60232695
Contenedor de ropa;1;Calle  Enrique García Alvarez , 5 ;Calle Enrique García Alvarez ;5;Villa Vallecas;40,38036008;-3,614049931
Contenedor de ropa;1;Calle  Bascuñuelos, 3 ;Calle Bascuñuelos;3;Villaverde;40,33879;-3,709480048
Contenedor de ropa;1;Calle  Domingo Párraga, 24 ;Calle Domingo Párraga;24;Villaverde;40,34220026;-3,708109963
Contenedor de ropa;1;Calle  Domingo Párraga, 52 ;Calle Domingo Párraga;52;Villaverde;40,34216;-3,713049895
Contenedor de ropa;1;Paseo  Alberto Palacios, 79 ;Paseo Alberto Palacios;79;Villaverde;40,34312053;-3,716959599
Contenedor de ropa;1;Paseo  Alberto Palacios, 68 ;Paseo Alberto Palacios;68;Villaverde;40,34344057;-3,716489665
Contenedor de ropa;1;Calle  Doctor Martín Arevalo, 44 ;Calle Doctor Martín Arevalo;44;Villaverde;40,34609675;-3,703794444
Contenedor de ropa;1;Calle  Palomares, 8 ;Calle Palomares;8;Villaverde;40,35724892;-3,697366496
Contenedor de ropa;1;Calle  Arroyo Bueno, 16 ;Calle Arroyo Bueno;16;Villaverde;40,36164513;-3,69839226
Contenedor de ropa;1;Calle  Villalonso, 13 ;Calle Villalonso;13;Villaverde;40,36229875;-3,698122353
Contenedor de ropa;1;Calle  Villalonso, 12 ;Calle Villalonso;12;Villaverde;40,3601043;-3,694591675
Contenedor de ropa;1;Calle  San Jenaro, 3 ;Calle San Jenaro;3;Villaverde;40,34609675;-3,703794444
Contenedor de ropa;1;Calle  Eduardo Barreiros, 145 ;Calle Eduardo Barreiros;145;Villaverde;40,3511514;-3,704937756
Contenedor de ropa;1;Paseo  Talleres, 8 frente;Paseo Talleres;8;Villaverde;40,36164513;-3,69839226
Contenedor de ropa;1;Calle  Alcocer, 22 ;Calle Alcocer;22;Villaverde;40,36229875;-3,698122353
Contenedor de ropa;1;Calle  José del Pino, 2 ;Calle José del Pino;2;Villaverde;40,350708; '-3.691836
Contenedor de ropa;1;Calle  Ctra Villaverde a Vallecas, 19 ;Calle Ctra Villaverde a Vallecas;19;Villaverde;40,34609675;-3,703794444
Contenedor de ropa;1;Calle  Concepción de la Oliva, 1 ;Calle Concepción de la Oliva;1;Villaverde;40,35724892;-3,697366496
Contenedor de ropa;1;Calle  Juan José Martínez Seco , 76 ;Calle Juan José Martínez Seco ;76;Villaverde;40,36164513;-3,69839226
Contenedor de ropa;1;Calle  Diamante , 34 ;Calle Diamante ;34;Villaverde;40,36229875;-3,698122353
Contenedor de ropa;1;Calle  Eduardo Minguito , 10 ;Calle Eduardo Minguito ;10;Villaverde;40,3601043;-3,694591675
Contenedor de ropa;1;Calle  Rocafort, 9 ;Calle Rocafort;9;Villaverde;40,34609675;-3,703794444
Contenedor de ropa;1;Calle  Benimanet , 137 ;Calle Benimanet ;137;Villaverde;40,35724892;-3,697366496
Contenedor de ropa;1;Calle  Benimanet , 95 ;Calle Benimanet ;95;Villaverde;40,36164513;-3,69839226
Contenedor de ropa;1;Avenida  Marconi, 9 ;Avenida Marconi;9;Villaverde;40,36229875;-3,698122353
Contenedor de ropa;1;Calle  Principal, s/n (contenedores de  papel y cartón);Calle Principal;s/n;Villaverde;40,3601043;-3,694591675
Contenedor de ropa;1;Calle  Anoeta , 41 ;Calle Anoeta ;41;Villaverde;40,34609675;-3,703794444
Contenedor de ropa;1;Calle  Arama , 6 frente;Calle Arama ;6;Villaverde;40,35724892;-3,697366496
Contenedor de ropa;1;Calle  Anoeta , 19 ;Calle Anoeta ;19;Villaverde;40,36164513;-3,69839226
Contenedor de ropa;1;Calle  Hermandad Donantes Sangre , 9 ;Calle Hermandad Donantes Sangre ;9;Villaverde;40,36229875;-3,698122353
Contenedor de ropa;1;Calle  Hermandad Donantes Sangre , 55 frente;Calle Hermandad Donantes Sangre ;55;Villaverde;40,3601043;-3,694591675
Contenedor de ropa;1;Calle  Huesped del Sevillano , 8 ;Calle Huesped del Sevillano ;8;Villaverde;40,34609675;-3,703794444
Contenedor de ropa;1;Calle Manojo de Rosas , 93;Calle Manojo de Rosas ;93;Villaverde;40,353283;-3,698559
Contenedor de ropa;1;Calle  Manojo de Rosas , 48 ;Calle Manojo de Rosas ;48;Villaverde;40,35724892;-3,697366496
Contenedor de ropa;1;Calle  Corte del Faraón , 2 ;Calle Corte del Faraón ;2;Villaverde;40,36164513;-3,69839226
Contenedor de ropa;1;Calle  Menasalbas , 8 ;Calle Menasalbas ;8;Villaverde;40,36229875;-3,698122353
Contenedor de ropa;1;Calle  Menasalbas , 16 frente;Calle Menasalbas ;16;Villaverde;40,36229875;-3,698122353
Contenedor de ropa;1;Calle  Verbena de la Paloma , 5 ;Calle Verbena de la Paloma ;5;Villaverde;40,36010017;-3,69540013
Contenedor de ropa;1;Calle  Verbena de la Paloma , 21 ;Calle Verbena de la Paloma ;21;Villaverde;40,35858014;-3,695880316
Contenedor de ropa;1;Calle  Gigantes y Cabezudos , 26 ;Calle Gigantes y Cabezudos ;26;Villaverde;40,35821005;-3,693900371
Contenedor de ropa;1;Calle  Pan y Toros , 11 ;Calle Pan y Toros ;11;Villaverde;40,3601043;-3,694591675
Contenedor de ropa;1;Calle  Ciudadania, 4 frente;Calle Ciudadania;4;Villaverde;40,35813021;-3,692189569
Contenedor de ropa;1;Calle  María Oure, 1 ;Calle María Oure;1;Villaverde;40,35968028;-3,690900529
Contenedor de ropa;1;Avenida  Orovilla , 43 ;Avenida Orovilla ;43;Villaverde;40,3607597;-3,689369913
Contenedor de ropa;1;Calle  Berrocal, 9 ;Calle Berrocal;9;Villaverde;40,36160049;-3,688119479
Contenedor de ropa;1;Avenida  Avenida Felicidad , 37 ;Avenida Avenida Felicidad ;37;Villaverde;40,35923011;-3,68692004
Contenedor de ropa;1;Calle  Alianza , 20 ;Calle Alianza ;20;Villaverde;40,35739042;-3,686619907
Contenedor de ropa;1;Calle  Alianza , 4 ;Calle Alianza ;4;Villaverde;40,35763025;-3,688559601
Contenedor de ropa;1;Calle  Los Bohemios , 1 ;Calle Los Bohemios ;1;Villaverde;40,35640023;-3,6940302
Contenedor de ropa;1;Calle  Alegria de la Huerta , 1 frente;Calle Alegria de la Huerta ;1;Villaverde;40,35611677;-3,695235905
Contenedor de ropa;1;Calle  San Jenaro, 3 ;Calle San Jenaro;3;Villaverde;40,34920021;-3,703560231
Contenedor de ropa;1;Calle  Transversal Sexta, 13 esquina calle Principal;Calle Transversal Sexta;13;Villaverde;40,35137032;-3,705070038
Contenedor de ropa;1;Calle  Americio, 17 ;Calle Americio;17;Villaverde;40,36160049;-3,688119479
Contenedor de ropa;1;Calle  Berrocal, 2 ;Calle Berrocal;2;Villaverde;40,34866288;-3,67790295
Contenedor de ropa;1;Calle  Berrocal, 42 ;Calle Berrocal;42;Villaverde;40,34450959;-3,676822044
Contenedor de ropa;1;Avenida  Los Rosales, 117 ;Avenida Los Rosales;117;Villaverde;40,35342105;-3,678889374
Contenedor de ropa;1;Calle  Arroyo de la Burela, 10 ;Calle Arroyo de la Burela;10;Villaverde;40,33903041;-3,680888105
Contenedor de ropa;1;Calle  Godella, 325 ;Calle Godella;325;Villaverde;40,34011663;-3,687303871
Contenedor de ropa;1;Calle  Villaverde a Perales del Rio, 1 ;Calle Villaverde a Perales del Rio;1;Villaverde;40,3397435;-3,675908821
Contenedor de ropa;1;Calle  Santo de la Isidra, 25 ;Calle Santo de la Isidra;25;Villaverde;40,35410372;-3,703956703
Contenedor de ropa;1;Calle  Estefanita, 24 ;Calle Estefanita;24;Villaverde;40,34573622;-3,675554171
