Numero,Distrito,wikiDistrito,Barrio,wikiBarrio,Calle,Direccion,N_Finca,Numero_de_Plazas,Ciudad,wikiCiudad,Longitud,Point,Latitud
1a,Centro,http://www.wikidata.org/entity/Q1763376,Sol,http://www.wikidata.org/entity/Q2465181,CALLE_DE_ALCALA,"CALLE DE ALCALA, 2",2,30,Madrid,http://www.wikidata.org/entity/Q2807,-3.701998,POINT(-3.701998  40.4171107),40.4171107
1b,Centro,http://www.wikidata.org/entity/Q1763376,Sol,http://www.wikidata.org/entity/Q2465181,CALLE_DE_ALCALA,"CALLE DE ALCALA, 6",6,30,Madrid,http://www.wikidata.org/entity/Q2807,-3.7015636,POINT(-3.7015636  40.4172132),40.4172132
2,Centro,http://www.wikidata.org/entity/Q1763376,Universidad,http://www.wikidata.org/entity/Q10387767,CALLE_DE_MIGUEL_MOYA,"CALLE DE MIGUEL MOYA, 1",1,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.7056739,POINT(-3.7056739  40.42058),40.42058
3,Chamberí,http://www.wikidata.org/entity/Q1763370,Arapiles,http://www.wikidata.org/entity/Q10856744,PLAZA_DEL_CONDE_DEL_VALLE_DE_SUCHIL,"PLAZA DEL CONDE DEL VALLE DE SUCHIL, 2",2,18,Madrid,http://www.wikidata.org/entity/Q2807,-3.7072122,POINT(-3.7072122  40.4303224),40.4303224
4,Centro,http://www.wikidata.org/entity/Q1763376,Universidad,http://www.wikidata.org/entity/Q10387767,CALLE_DE_MANUELA_MALASANA,"CALLE DE MANUELA MALASAÑA, 3",3,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.7026739,POINT(-3.7026739  40.4285905),40.4285905
5,Centro,http://www.wikidata.org/entity/Q1763376,Justicia,http://www.wikidata.org/entity/Q1992319,CALLE_DE_FUENCARRAL,"CALLE DE FUENCARRAL, 106",106,27,Madrid,http://www.wikidata.org/entity/Q2807,-3.7020743,POINT(-3.7020743  40.428362),40.428362
6,Centro,http://www.wikidata.org/entity/Q1763376,Justicia,http://www.wikidata.org/entity/Q1992319,CALLE_DE_HORTALEZA,"CALLE DE HORTALEZA, 63",63,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6984093,POINT(-3.6984093  40.4241633),40.4241633
7,Centro,http://www.wikidata.org/entity/Q1763376,Justicia,http://www.wikidata.org/entity/Q1992319,CALLE_DE_HORTALEZA,"CALLE DE HORTALEZA, 75",75,21,Madrid,http://www.wikidata.org/entity/Q2807,-3.6977399,POINT(-3.6977399  40.4252161),40.4252161
8,Chamberí,http://www.wikidata.org/entity/Q1763370,Almagro,http://www.wikidata.org/entity/Q10954432,PLAZA_DE_ALONSO_MARTINEZ,"PLAZA DE ALONSO MARTINEZ, 6",6,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6953067,POINT(-3.6953067  40.4277143),40.4277143
9,Centro,http://www.wikidata.org/entity/Q1763376,Palacio,http://www.wikidata.org/entity/Q2136510,PLAZA_DE_SAN_MIGUEL,"PLAZA DE SAN MIGUEL, 9",9,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.7094093,POINT(-3.7094093  40.4156134),40.4156134
10,Centro,http://www.wikidata.org/entity/Q1763376,Justicia,http://www.wikidata.org/entity/Q1992319,CALLE_DEL_MARQUES_DE_LA_ENSENADA,"CALLE DEL MARQUES DE LA ENSENADA, 16",16,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6920816,POINT(-3.6920816  40.4254027),40.4254027
11,Centro,http://www.wikidata.org/entity/Q1763376,Universidad,http://www.wikidata.org/entity/Q10387767,CALLE_DE_SAN_ANDRES,"CALLE DE SAN ANDRES, 20",20,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.7036192,POINT(-3.7036192  40.4270517),40.4270517
12,Centro,http://www.wikidata.org/entity/Q1763376,Universidad,http://www.wikidata.org/entity/Q10387767,CALLE_DE_SAN_BERNARDO,"CALLE DE SAN BERNARDO, 87",87,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.7062202,POINT(-3.7062202  40.4285271),40.4285271
13,Centro,http://www.wikidata.org/entity/Q1763376,Universidad,http://www.wikidata.org/entity/Q10387767,CALLE_DEL_CONDE_DUQUE,"CALLE DEL CONDE DUQUE, 22",22,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.7104727,POINT(-3.7104727  40.4273652),40.4273652
14,Moncloa-Aravaca,http://www.wikidata.org/entity/Q2017682,Argüelles,http://www.wikidata.org/entity/Q64874,CALLE_DE_VENTURA_RODRIGUEZ,"CALLE DE VENTURA RODRIGUEZ, 1",1,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.7133768,POINT(-3.7133768  40.4259913),40.4259913
15,Centro,http://www.wikidata.org/entity/Q1763376,Universidad,http://www.wikidata.org/entity/Q10387767,CALLE_DEL_NORTE,"CALLE DEL NORTE, 10",10,21,Madrid,http://www.wikidata.org/entity/Q2807,-3.7073611,POINT(-3.7073611  40.4262937),40.4262937
16,Centro,http://www.wikidata.org/entity/Q1763376,Universidad,http://www.wikidata.org/entity/Q10387767,CALLE_DE_SAN_BERNARDO,"CALLE DE SAN BERNARDO, 22",22,21,Madrid,http://www.wikidata.org/entity/Q2807,-3.7074955,POINT(-3.7074955  40.4229421),40.4229421
17,Centro,http://www.wikidata.org/entity/Q1763376,Universidad,http://www.wikidata.org/entity/Q10387767,PLAZA_DE_CARLOS_CAMBRONERO,"PLAZA DE CARLOS CAMBRONERO, 2",2,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.7041859,POINT(-3.7041859  40.4231675),40.4231675
18,Centro,http://www.wikidata.org/entity/Q1763376,Justicia,http://www.wikidata.org/entity/Q1992319,PLAZA_DE_PEDRO_ZEROLO,"PLAZA DE PEDRO ZEROLO, 1",1,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6995679,POINT(-3.6995679  40.4209206),40.4209206
19,Centro,http://www.wikidata.org/entity/Q1763376,Justicia,http://www.wikidata.org/entity/Q1992319,CALLE_DE_PRIM,"CALLE DE PRIM, 4",4,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6953951,POINT(-3.6953951  40.4218997),40.4218997
20a,Centro,http://www.wikidata.org/entity/Q1763376,Justicia,http://www.wikidata.org/entity/Q1992319,CALLE_DE_ALCALA,"CALLE DE ALCALA, 49",49,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6952095,POINT(-3.6952095  40.4191989),40.4191989
20b,Centro,http://www.wikidata.org/entity/Q1763376,Justicia,http://www.wikidata.org/entity/Q1992319,CALLE_DE_ALCALA,"CALLE DE ALCALA, 49",49,6,Madrid,http://www.wikidata.org/entity/Q2807,-3.6952901,POINT(-3.6952901  40.4191858),40.4191858
22,Centro,http://www.wikidata.org/entity/Q1763376,Sol,http://www.wikidata.org/entity/Q2465181,CALLE_DE_JACOMETREZO,"CALLE DE JACOMETREZO, 1",1,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.7064995,POINT(-3.7064995  40.4201452),40.4201452
23,Centro,http://www.wikidata.org/entity/Q1763376,Palacio,http://www.wikidata.org/entity/Q2136510,PLAZA_DE_SANTO_DOMINGO,"PLAZA DE SANTO DOMINGO, S/N",S/N,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.7082901,POINT(-3.7082901  40.4202137),40.4202137
24,Centro,http://www.wikidata.org/entity/Q1763376,Palacio,http://www.wikidata.org/entity/Q2136510,CALLE_DE_CARLOS_III,"CALLE DE CARLOS III, 1",1,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.7105866,POINT(-3.7105866  40.417906),40.417906
25a,Centro,http://www.wikidata.org/entity/Q1763376,Sol,http://www.wikidata.org/entity/Q2465181,PLAZA_DEL_CELENQUE,"PLAZA DEL CELENQUE, 1",1,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.7059978,POINT(-3.7059978  40.4173416),40.4173416
25b,Centro,http://www.wikidata.org/entity/Q1763376,Sol,http://www.wikidata.org/entity/Q2465181,PLAZA_DEL_CELENQUE,"PLAZA DEL CELENQUE, 1",1,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.7060243,POINT(-3.7060243  40.4172593),40.4172593
26,Centro,http://www.wikidata.org/entity/Q1763376,Justicia,http://www.wikidata.org/entity/Q1992319,PLAZA_DE_LAS_SALESAS,"PLAZA DE LAS SALESAS, 8",8,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6945421,POINT(-3.6945421  40.4238308),40.4238308
27,Centro,http://www.wikidata.org/entity/Q1763376,Cortes,http://www.wikidata.org/entity/Q2535637,CALLE_DE_JESUS,"CALLE DE JESUS, 6",6,27,Madrid,http://www.wikidata.org/entity/Q2807,-3.6955803,POINT(-3.6955803  40.4132831),40.4132831
28,Centro,http://www.wikidata.org/entity/Q1763376,Cortes,http://www.wikidata.org/entity/Q2535637,CALLE_DE_ALCALA,"CALLE DE ALCALA, 26",26,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6983662,POINT(-3.6983662  40.4180695),40.4180695
29,Centro,http://www.wikidata.org/entity/Q1763376,Cortes,http://www.wikidata.org/entity/Q2535637,CALLE_DEL_MARQUES_DE_CUBAS,"CALLE DEL MARQUES DE CUBAS, 25",25,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6958008,POINT(-3.6958008  40.416244),40.416244
30,Centro,http://www.wikidata.org/entity/Q1763376,Palacio,http://www.wikidata.org/entity/Q2136510,CALLE_DE_PAVIA,"CALLE DE PAVIA, 6",6,27,Madrid,http://www.wikidata.org/entity/Q2807,-3.7115428,POINT(-3.7115428  40.4193355),40.4193355
31,Centro,http://www.wikidata.org/entity/Q1763376,Sol,http://www.wikidata.org/entity/Q2465181,CALLE_MAYOR,"CALLE MAYOR, 18",18,27,Madrid,http://www.wikidata.org/entity/Q2807,-3.706625,POINT(-3.706625  40.4163446),40.4163446
32,Centro,http://www.wikidata.org/entity/Q1763376,Sol,http://www.wikidata.org/entity/Q2465181,PLAZA_DE_LA_PROVINCIA,"PLAZA DE LA PROVINCIA, 1",1,18,Madrid,http://www.wikidata.org/entity/Q2807,-3.7061355,POINT(-3.7061355  40.4148511),40.4148511
33,Centro,http://www.wikidata.org/entity/Q1763376,Sol,http://www.wikidata.org/entity/Q2465181,CALLE_DE_LAS_CARRETAS,"CALLE DE LAS CARRETAS, 3",3,21,Madrid,http://www.wikidata.org/entity/Q2807,-3.7032096,POINT(-3.7032096  40.4164757),40.4164757
34,Centro,http://www.wikidata.org/entity/Q1763376,Cortes,http://www.wikidata.org/entity/Q2535637,PLAZA_DE_JACINTO_BENAVENTE,"PLAZA DE JACINTO BENAVENTE, S/N",S/N,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.7035044,POINT(-3.7035044  40.4144117),40.4144117
35,Centro,http://www.wikidata.org/entity/Q1763376,Palacio,http://www.wikidata.org/entity/Q2136510,PLAZA_DEL_CORDON,"PLAZA DEL CORDON, 1",1,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.7103676,POINT(-3.7103676  40.4141792),40.4141792
36,Centro,http://www.wikidata.org/entity/Q1763376,Palacio,http://www.wikidata.org/entity/Q2136510,PLAZA_DE_RAMALES,"PLAZA DE RAMALES, 5",5,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.711764,POINT(-3.711764  40.4168229),40.4168229
37,Centro,http://www.wikidata.org/entity/Q1763376,Palacio,http://www.wikidata.org/entity/Q2136510,PLAZA_DE_SAN_FRANCISCO,"PLAZA DE SAN FRANCISCO, 5",5,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.7141234,POINT(-3.7141234  40.4108606),40.4108606
38,Centro,http://www.wikidata.org/entity/Q1763376,Palacio,http://www.wikidata.org/entity/Q2136510,CARRERA_DE_SAN_FRANCISCO,"CARRERA DE SAN FRANCISCO, 1",1,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.7114443,POINT(-3.7114443  40.4112961),40.4112961
39,Centro,http://www.wikidata.org/entity/Q1763376,Palacio,http://www.wikidata.org/entity/Q2136510,PLAZA_DE_LA_CEBADA,"PLAZA DE LA CEBADA, 16",16,27,Madrid,http://www.wikidata.org/entity/Q2807,-3.7090043,POINT(-3.7090043  40.4112662),40.4112662
40,Centro,http://www.wikidata.org/entity/Q1763376,Embajadores,http://www.wikidata.org/entity/Q2449844,CALLE_DEL_CONDE_DE_ROMANONES,"CALLE DEL CONDE DE ROMANONES, 2",2,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.7047463,POINT(-3.7047463  40.4137865),40.4137865
41,Centro,http://www.wikidata.org/entity/Q1763376,Embajadores,http://www.wikidata.org/entity/Q2449844,CALLE_DE_ATOCHA,"CALLE DE ATOCHA, 56",56,18,Madrid,http://www.wikidata.org/entity/Q2807,-3.6989898,POINT(-3.6989898  40.412228),40.412228
42,Centro,http://www.wikidata.org/entity/Q1763376,Embajadores,http://www.wikidata.org/entity/Q2449844,CALLE_DE_SANTA_ISABEL,"CALLE DE SANTA ISABEL, 32",32,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6982294,POINT(-3.6982294  40.4107714),40.4107714
43,Centro,http://www.wikidata.org/entity/Q1763376,Embajadores,http://www.wikidata.org/entity/Q2449844,CALLE_DE_LAVAPIES,"CALLE DE LAVAPIES, 36",36,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.7025446,POINT(-3.7025446  40.4100889),40.4100889
44,Centro,http://www.wikidata.org/entity/Q1763376,Embajadores,http://www.wikidata.org/entity/Q2449844,CALLE_DEL_MESON_DE_PAREDES,"CALLE DEL MESON DE PAREDES, 35",35,21,Madrid,http://www.wikidata.org/entity/Q2807,-3.7039138,POINT(-3.7039138  40.4098162),40.4098162
45,Centro,http://www.wikidata.org/entity/Q1763376,Embajadores,http://www.wikidata.org/entity/Q2449844,GLORIETA_DE_LA_PUERTA_DE_TOLEDO,"GLORIETA DE LA PUERTA DE TOLEDO, 1",1,21,Madrid,http://www.wikidata.org/entity/Q2807,-3.7111381,POINT(-3.7111381  40.4069486),40.4069486
46,Arganzuela,http://www.wikidata.org/entity/Q2000929,Las Acacias,http://www.wikidata.org/entity/Q3319190,CALLE_DE_LA_RIBERA_DE_CURTIDORES,"CALLE DE LA RIBERA DE CURTIDORES, 28",28,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.7071178,POINT(-3.7071178  40.4054496),40.4054496
47,Arganzuela,http://www.wikidata.org/entity/Q2000929,Las Acacias,http://www.wikidata.org/entity/Q3319190,GLORIETA_DE_EMBAJADORES,"GLORIETA DE EMBAJADORES, 7 B",7 B,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.702755,POINT(-3.702755  40.4046233),40.4046233
48,Centro,http://www.wikidata.org/entity/Q1763376,Embajadores,http://www.wikidata.org/entity/Q2449844,GLORIETA_DE_EMBAJADORES,"GLORIETA DE EMBAJADORES, 2",2,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.7020997,POINT(-3.7020997  40.4054473),40.4054473
49,Centro,http://www.wikidata.org/entity/Q1763376,Embajadores,http://www.wikidata.org/entity/Q2449844,RONDA_DE_ATOCHA,"RONDA DE ATOCHA, 36",36,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6992427,POINT(-3.6992427  40.4060497),40.4060497
50,Centro,http://www.wikidata.org/entity/Q1763376,Embajadores,http://www.wikidata.org/entity/Q2449844,CALLE_DE_SANTA_ISABEL,"CALLE DE SANTA ISABEL, 57",57,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.69322,POINT(-3.69322  40.4083102),40.4083102
51,Centro,http://www.wikidata.org/entity/Q1763376,Embajadores,http://www.wikidata.org/entity/Q2449844,PLAZA_DEL_EMPERADOR_CARLOS_V,"PLAZA DEL EMPERADOR CARLOS V, 7",7,27,Madrid,http://www.wikidata.org/entity/Q2807,-3.6935934,POINT(-3.6935934  40.4077234),40.4077234
52,Centro,http://www.wikidata.org/entity/Q1763376,Cortes,http://www.wikidata.org/entity/Q2535637,PLAZA_DE_SANTA_ANA,"PLAZA DE SANTA ANA, 9",9,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.7007838,POINT(-3.7007838  40.4145181),40.4145181
53,Centro,http://www.wikidata.org/entity/Q1763376,Embajadores,http://www.wikidata.org/entity/Q2449844,CALLE_DE_VALENCIA,"CALLE DE VALENCIA, 2",2,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.7007295,POINT(-3.7007295  40.4082802),40.4082802
54,Centro,http://www.wikidata.org/entity/Q1763376,Justicia,http://www.wikidata.org/entity/Q1992319,CALLE_DE_BARCELO,"CALLE DE BARCELO, 7",7,21,Madrid,http://www.wikidata.org/entity/Q2807,-3.7003435,POINT(-3.7003435  40.4266233),40.4266233
55,Centro,http://www.wikidata.org/entity/Q1763376,Universidad,http://www.wikidata.org/entity/Q10387767,PLAZA_DE_SAN_ILDEFONSO,"PLAZA DE SAN ILDEFONSO, 8",8,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.7019295,POINT(-3.7019295  40.4240716),40.4240716
56,Centro,http://www.wikidata.org/entity/Q1763376,Sol,http://www.wikidata.org/entity/Q2465181,PLAZA_DEL_CARMEN,"PLAZA DEL CARMEN, 1",1,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.7032875,POINT(-3.7032875  40.418484),40.418484
57,Centro,http://www.wikidata.org/entity/Q1763376,Universidad,http://www.wikidata.org/entity/Q10387767,CALLE_DE_SANTA_CRUZ_DE_MARCENADO,"CALLE DE SANTA CRUZ DE MARCENADO, 24",24,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.7128181,POINT(-3.7128181  40.4296363),40.4296363
58,Centro,http://www.wikidata.org/entity/Q1763376,Justicia,http://www.wikidata.org/entity/Q1992319,CALLE_DE_AUGUSTO_FIGUEROA,"CALLE DE AUGUSTO FIGUEROA, 33",33,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6979458,POINT(-3.6979458  40.4222601),40.4222601
59,Centro,http://www.wikidata.org/entity/Q1763376,Universidad,http://www.wikidata.org/entity/Q10387767,CALLE_DEL_ESPIRITU_SANTO,"CALLE DEL ESPIRITU SANTO, 30",30,21,Madrid,http://www.wikidata.org/entity/Q2807,-3.7041167,POINT(-3.7041167  40.4254802),40.4254802
60,Retiro,http://www.wikidata.org/entity/Q2002296,Jerónimos,http://www.wikidata.org/entity/Q10306766,PLAZA_DE_LA_INDEPENDENCIA,"PLAZA DE LA INDEPENDENCIA, 7",7,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6881994,POINT(-3.6881994  40.4194508),40.4194508
61,Retiro,http://www.wikidata.org/entity/Q2002296,Ibiza,http://www.wikidata.org/entity/Q15249910,CALLE_DE_ODONNELL,"CALLE DE O'DONNELL, 30",30,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.675206,POINT(-3.675206  40.4214379),40.4214379
62,Retiro,http://www.wikidata.org/entity/Q2002296,Ibiza,http://www.wikidata.org/entity/Q15249910,CALLE_DE_ODONNELL,"CALLE DE O'DONNELL, 48",48,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6724223,POINT(-3.6724223  40.4212986),40.4212986
63,Retiro,http://www.wikidata.org/entity/Q2002296,Ibiza,http://www.wikidata.org/entity/Q15249910,CALLE_DE_IBIZA,"CALLE DE IBIZA, 64",64,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6706508,POINT(-3.6706508  40.4178926),40.4178926
65,Retiro,http://www.wikidata.org/entity/Q2002296,Jerónimos,http://www.wikidata.org/entity/Q10306766,CALLE_DE_ANTONIO_MAURA,"CALLE DE ANTONIO MAURA, 15",15,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6893825,POINT(-3.6893825  40.4166859),40.4166859
67,Centro,http://www.wikidata.org/entity/Q1763376,Cortes,http://www.wikidata.org/entity/Q2535637,CALLE_DE_ALMADEN,"CALLE DE ALMADEN, 28",28,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6931349,POINT(-3.6931349  40.410829),40.410829
68,Retiro,http://www.wikidata.org/entity/Q2002296,Jerónimos,http://www.wikidata.org/entity/Q10306766,CALLE_DE_ESPALTER,"CALLE DE ESPALTER, 1",1,21,Madrid,http://www.wikidata.org/entity/Q2807,-3.6911649,POINT(-3.6911649  40.412781),40.412781
69,Retiro,http://www.wikidata.org/entity/Q2002296,Jerónimos,http://www.wikidata.org/entity/Q10306766,CALLE_DE_ALFONSO_XII,"CALLE DE ALFONSO XII, 54",54,27,Madrid,http://www.wikidata.org/entity/Q2807,-3.6888669,POINT(-3.6888669  40.4100609),40.4100609
70,Retiro,http://www.wikidata.org/entity/Q2002296,Jerónimos,http://www.wikidata.org/entity/Q10306766,AVENIDA_DE_MENENDEZ_PELAYO,"AVENIDA DE MENENDEZ PELAYO, 63",63,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6777994,POINT(-3.6777994  40.4152203),40.4152203
71,Retiro,http://www.wikidata.org/entity/Q2002296,Niño Jesús,http://www.wikidata.org/entity/Q3773746,CALLE_DEL_DOCE_DE_OCTUBRE,"CALLE DEL DOCE DE OCTUBRE, 28",28,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.674021,POINT(-3.674021  40.4160054),40.4160054
72,Retiro,http://www.wikidata.org/entity/Q2002296,Niño Jesús,http://www.wikidata.org/entity/Q3773746,CALLE_DEL_DOCTOR_ESQUERDO,"CALLE DEL DOCTOR ESQUERDO, 62",62,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.669623,POINT(-3.669623  40.415721),40.415721
73,Retiro,http://www.wikidata.org/entity/Q2002296,Estrella,http://www.wikidata.org/entity/Q3773738,PLAZA_DE_LOS_ASTROS,"PLAZA DE LOS ASTROS, S/N",S/N,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.669099,POINT(-3.669099  40.411463),40.411463
74,Retiro,http://www.wikidata.org/entity/Q2002296,Jerónimos,http://www.wikidata.org/entity/Q10306766,AVENIDA_DE_MENENDEZ_PELAYO,"AVENIDA DE MENENDEZ PELAYO, S/N",S/N,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6765768,POINT(-3.6765768  40.4117601),40.4117601
75,Retiro,http://www.wikidata.org/entity/Q2002296,Jerónimos,http://www.wikidata.org/entity/Q10306766,AVENIDA_DE_MENENDEZ_PELAYO,"AVENIDA DE MENENDEZ PELAYO, S/N",S/N,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6784149,POINT(-3.6784149  40.4083387),40.4083387
76,Retiro,http://www.wikidata.org/entity/Q2002296,Niño Jesús,http://www.wikidata.org/entity/Q3773746,AVENIDA_DEL_MEDITERRANEO,"AVENIDA DEL MEDITERRANEO, 19",19,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6751544,POINT(-3.6751544  40.4072851),40.4072851
77,Retiro,http://www.wikidata.org/entity/Q2002296,Pacífico,http://www.wikidata.org/entity/Q3773753,PLAZA_DEL_CONDE_DE_CASAL,"PLAZA DEL CONDE DE CASAL, 8",8,22,Madrid,http://www.wikidata.org/entity/Q2807,-3.6707742,POINT(-3.6707742  40.4063347),40.4063347
78,Retiro,http://www.wikidata.org/entity/Q2002296,Adelfas,http://www.wikidata.org/entity/Q3774001,CALLE_DEL_CERRO_DE_LA_PLATA,"CALLE DEL CERRO DE LA PLATA, 2",2,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6745783,POINT(-3.6745783  40.4005704),40.4005704
79,Retiro,http://www.wikidata.org/entity/Q2002296,Pacífico,http://www.wikidata.org/entity/Q3773753,AVENIDA_DE_MENENDEZ_PELAYO,"AVENIDA DE MENENDEZ PELAYO, 38",38,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6805524,POINT(-3.6805524  40.4050482),40.4050482
80a,Arganzuela,http://www.wikidata.org/entity/Q2000929,Atocha,http://www.wikidata.org/entity/Q3814594,AVENIDA_DE_LA_CIUDAD_DE_BARCELONA,"AVENIDA DE LA CIUDAD DE BARCELONA, S/N",S/N,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6904816,POINT(-3.6904816  40.4074122),40.4074122
80b,Arganzuela,http://www.wikidata.org/entity/Q2000929,Atocha,http://www.wikidata.org/entity/Q3814594,AVENIDA_DE_LA_CIUDAD_DE_BARCELONA,"AVENIDA DE LA CIUDAD DE BARCELONA, S/N",S/N,27,Madrid,http://www.wikidata.org/entity/Q2807,-3.6907238,POINT(-3.6907238  40.407626),40.407626
81,Retiro,http://www.wikidata.org/entity/Q2002296,Jerónimos,http://www.wikidata.org/entity/Q10306766,CALLE_DE_CLAUDIO_MOYANO,"CALLE DE CLAUDIO MOYANO, S/N",S/N,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6919663,POINT(-3.6919663  40.4095758),40.4095758
82,Retiro,http://www.wikidata.org/entity/Q2002296,Estrella,http://www.wikidata.org/entity/Q3773738,CALLE_DE_LA_LIRA,"CALLE DE LA LIRA, 2",2,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.669683,POINT(-3.669683  40.4084793),40.4084793
83,Retiro,http://www.wikidata.org/entity/Q2002296,Niño Jesús,http://www.wikidata.org/entity/Q3773746,CALLE_DE_PIO_BAROJA,"CALLE DE PIO BAROJA, 8 B",8 B,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6745339,POINT(-3.6745339  40.4132589),40.4132589
84,Retiro,http://www.wikidata.org/entity/Q2002296,Adelfas,http://www.wikidata.org/entity/Q3774001,CALLE_DEL_DOCTOR_ESQUERDO,"CALLE DEL DOCTOR ESQUERDO, 191",191,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6726923,POINT(-3.6726923  40.4033695),40.4033695
85,Retiro,http://www.wikidata.org/entity/Q2002296,Jerónimos,http://www.wikidata.org/entity/Q10306766,AVENIDA_DE_MENENDEZ_PELAYO,"AVENIDA DE MENENDEZ PELAYO, 9",9,27,Madrid,http://www.wikidata.org/entity/Q2807,-3.6799299,POINT(-3.6799299  40.4211415),40.4211415
86,Centro,http://www.wikidata.org/entity/Q1763376,Cortes,http://www.wikidata.org/entity/Q2535637,PASEO_DEL_PRADO,"PASEO DEL PRADO, S/N",S/N,21,Madrid,http://www.wikidata.org/entity/Q2807,-3.6933298,POINT(-3.6933298  40.4185779),40.4185779
87,Salamanca,http://www.wikidata.org/entity/Q1773521,Recoletos,http://www.wikidata.org/entity/Q3814551,CALLE_DE_AYALA,"CALLE DE AYALA, 44",44,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6835631,POINT(-3.6835631  40.4276717),40.4276717
88,Salamanca,http://www.wikidata.org/entity/Q1773521,Castellana,http://www.wikidata.org/entity/Q4781,CALLE_DE_VELAZQUEZ,"CALLE DE VELAZQUEZ, 73",73,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6837471,POINT(-3.6837471  40.4312077),40.4312077
89,Salamanca,http://www.wikidata.org/entity/Q1773521,Goya,http://www.wikidata.org/entity/Q3814578,CALLE_DE_AYALA,"CALLE DE AYALA, 102",102,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6751716,POINT(-3.6751716  40.4272628),40.4272628
90a,Salamanca,http://www.wikidata.org/entity/Q1773521,Recoletos,http://www.wikidata.org/entity/Q3814551,CALLE_DE_GOYA,"CALLE DE GOYA, 18",18,24,Madrid,http://www.wikidata.org/entity/Q2807,-3.6837297,POINT(-3.6837297  40.4250878),40.4250878
90b,Salamanca,http://www.wikidata.org/entity/Q1773521,Recoletos,http://www.wikidata.org/entity/Q3814551,CALLE_DE_GOYA,"CALLE DE GOYA, 20",20,6,Madrid,http://www.wikidata.org/entity/Q2807,-3.6835613,POINT(-3.6835613  40.4250791),40.4250791
