Tipo Contenedor;Distrito;Tipo Vía;Nombre;Número;LONGITUD;LATITUD;DIRECCION
VIDRIO;PUENTE DE VALLECAS;CALLE;de Mercator;;-3,629361;40,3896711;Calle  de Mercator,
VIDRIO;VILLAVERDE;CALLE;de Miguel Solas;;-3,681027;40,3514341;Calle  de Miguel Solas,
VIDRIO;PUENTE DE VALLECAS;PLAZA;del Cine;;-3,654291;40,3796101;Plaza  del Cine,
VIDRIO;VILLAVERDE;CALLE;de Moncada;;-3,69241;40,3409551;Calle  de Moncada,
VIDRIO;CARABANCHEL;CALLE;de Monseñor Óscar Romero;;-3,748939;40,382598;Calle  de Monseñor Óscar Romero,
VIDRIO;CARABANCHEL;CALLE;de Monseñor Óscar Romero;;-3,747566;40,382797;Calle  de Monseñor Óscar Romero,
VIDRIO;PUENTE DE VALLECAS;CALLE;de Montiel;;-3,6726439;40,38141;Calle  de Montiel,
VIDRIO;VILLA DE VALLECAS;AVENIDA;de lVillde Vallecas;;-3,616022;40,3703581;Avenida de lVillde Vallecas,
VIDRIO;USERA;CALLE;de Nicolás Usera;;-3,706008;40,3872871;Calle  de Nicolás Usera,
VIDRIO;VILLAVERDE;CALLE;de Pan y Toros;;-3,695061;40,3612651;Calle  de Pan y Toros,
VIDRIO;VILLAVERDE;CALLE;de Paterna;;-3,68485;40,3414611;Calle  de Paterna,
VIDRIO;VILLAVERDE;CALLE;de Paterna;;-3,684158;40,342431;Calle  de Paterna,
VIDRIO;CARABANCHEL;CALLE;de Pepión;;-3,739485;40,371491;Calle  de Pepión,
VIDRIO;USERA;CALLE;de Ángel Díaz Zamorano;;-3,6937711;40,372843;Calle  de Ángel Díaz Zamorano,
VIDRIO;USERA;CALLE;de Periana;;-3,688234;40,3678;Calle  de Periana,
VIDRIO;VILLA DE VALLECAS;CALLE;de Puentelarra;;-3,6080631;40,383247;Calle  de Puentelarra,
VIDRIO;VILLA DE VALLECAS;CALLE;de Puentelarra;;-3,609754;40,3797991;Calle  de Puentelarra,
VIDRIO;PUENTE DE VALLECAS;CALLE;de Ramón Pérez de Ayala;;-3,652557;40,3980381;Calle  de Ramón Pérez de Ayala,
VIDRIO;USERA;CALLE;de Ricardo Beltrán y Rózpide;;-3,715294;40,3827571;Calle  de Ricardo Beltrán y Rózpide,
VIDRIO;USERA;CALLE;de Ricardo Beltrán y Rózpide;;-3,717654;40,3808531;Calle  de Ricardo Beltrán y Rózpide,
VIDRIO;ARGANZUELA;CALLE;de Ricardo Damas;;-3,691155;40,385708;Calle  de Ricardo Damas,
VIDRIO;ARGANZUELA;CALLE;de Ricardo Goizueta;;-3,6923211;40,387795;Calle  de Ricardo Goizueta,
VIDRIO;VILLAVERDE;CALLE;de Rocafort;;-3,68588;40,342373;Calle  de Rocafort,
VIDRIO;CARABANCHEL;CALLE;de Rufino Rejón;;-3,760961;40,36872;Calle  de Rufino Rejón,
VIDRIO;ARGANZUELA;PASEO;de la Virgen del Puerto;;-3,7212149;40,408429;Paseo  de la Virgen del Puerto,
VIDRIO;USERA;CALLE;de Salvador Martínez;;-3,697808;40,3672171;Calle  de Salvador Martínez,
VIDRIO;ARGANZUELA;CALLE;de San Alejandro;;-3,721453;40,404574;Calle  de San Alejandro,
VIDRIO;ARGANZUELA;CALLE;de San Anastasio;;-3,7033169;40,3970771;Calle  de San Anastasio,
VIDRIO;VILLAVERDE;CALLE;de San Cesáreo;;-3,708754;40,337745;Calle  de San Cesáreo,
VIDRIO;ARGANZUELA;CALLE;de San Isidoro de Sevilla;;-3,70956;40,4039461;Calle  de San Isidoro de Sevilla,
VIDRIO;VILLAVERDE;CALLE;de San Jenaro;;-3,702666;40,3467111;Calle  de San Jenaro,
VIDRIO;USERA;CALLE;de San Nicomedes;;-3,713545;40,3872411;Calle  de San Nicomedes,
VIDRIO;VILLAVERDE;CALLE;de San Norberto;;-3,706605;40,339639;Calle  de San Norberto,
VIDRIO;CARABANCHEL;CALLE;de San Niceto;;-3,725551;40,392079;Calle  de San Niceto,
VIDRIO;ARGANZUELA;CALLE;de Santa María la Real de Nieva;;-3,716785;40,4051511;Calle  de Santa María la Real de Nieva,
VIDRIO;USERA;CALLE;de Santa María Reina;;-3,696925;40,370397;Calle  de Santa María Reina,
VIDRIO;PUENTE DE VALLECAS;CALLE;de Santiago Alió;;-3,64686;40,387109;Calle  de Santiago Alió,
VIDRIO;VILLA DE VALLECAS;CALLE;de Montes Alberes;;-3,619666;40,3739041;Calle  de Montes Alberes,
VIDRIO;PUENTE DE VALLECAS;CALLE;de Luzmela;;-3,645033;40,390884;Calle  de Luzmela,
VIDRIO;VILLA DE VALLECAS;CALLE;de Tineo;;-3,631466;40,3745591;Calle  de Tineo,
VIDRIO;CARABANCHEL;CALLE;de la Verdad;;-3,716123;40,395415;Calle  de la Verdad,
VIDRIO;ARGANZUELA;CALLE;de Torres Miranda;;-3,698688;40,398008;Calle  de Torres Miranda,
VIDRIO;CARABANCHEL;CALLE;de Vicente Quesada;;-3,729865;40,3965331;Calle  de Vicente Quesada,
VIDRIO;PUENTE DE VALLECAS;CALLE;de los Leoneses;;-3,6474241;40,381779;Calle  de los Leoneses,
VIDRIO;VILLA DE VALLECAS;CALLE;de Villamayor de Santiago;;-3,6092519;40,375132;Calle  de Villamayor de Santiago,
VIDRIO;VILLA DE VALLECAS;CALLE;de Villamayor de Santiago;;-3,608403;40,3746921;Calle  de Villamayor de Santiago,
VIDRIO;VILLA DE VALLECAS;CALLE;de Villamayor de Santiago;;-3,6102251;40,375601;Calle  de Villamayor de Santiago,
VIDRIO;VILLA DE VALLECAS;CALLE;de Villamayor de Santiago;;-3,606261;40,3736511;Calle  de Villamayor de Santiago,
VIDRIO;PUENTE DE VALLECAS;PLAZA;del Cine;;-3,65513;40,379101;Plaza  del Cine,
VIDRIO;PUENTE DE VALLECAS;CALLE;de Sabrina;;-3,6543181;40,3767201;Calle  de Sabrina,
VIDRIO;PUENTE DE VALLECAS;CALLE;de Montánchez;;-3,668701;40,375089;Calle  de Montánchez,
VIDRIO;CARABANCHEL;CALLE;de Zaida;;-3,735743;40,393772;Calle  de Zaida,
VIDRIO;CARABANCHEL;CALLE;de la Secoya;;-3,74495;40,369897;Calle  de la Secoya,
VIDRIO;ARGANZUELA;CALLE;del Aguilón;;-3,701034;40,3979141;Calle  del Aguilón,
VIDRIO;USERA;CALLE;del Alerce;;-3,696828;40,3649921;Calle  del Alerce,
VIDRIO;VILLAVERDE;CALLE;del Americio;;-3,683253;40,35543;Calle  del Americio,
VIDRIO;VILLAVERDE;CALLE;del Arroyo Bueno;;-3,705461;40,348813;Calle  del Arroyo Bueno,
VIDRIO;CARABANCHEL;CALLE;del Arroyo Opañel;;-3,717687;40,3884051;Calle  del Arroyo Opañel,
VIDRIO;VILLA DE VALLECAS;CALLE;del Arte Minimal;;-3,588651;40,3557661;Calle  del Arte Minimal,
VIDRIO;VILLA DE VALLECAS;AVENIDA;de lGran Vídel Sureste;;-3,588221;40,363527;Avenida de lGran Vídel Sureste,
VIDRIO;CARABANCHEL;CALLE;del Cabo Nicolás Mur;;-3,7320779;40,3945661;Calle  del Cabo Nicolás Mur,
VIDRIO;USERA;CALLE;del Camino Viejo de Villaverde;;-3,711002;40,369276;Calle  del Camino Viejo de Villaverde,
VIDRIO;USERA;CALLE;del Censo;;-3,705171;40,368789;Calle  del Censo,
VIDRIO;USERA;CALLE;del Cerro Blanco;;-3,716255;40,380378;Calle  del Cerro Blanco,
VIDRIO;CARABANCHEL;CALLE;del Conde de Morphy;;-3,745087;40,378978;Calle  del Conde de Morphy,
VIDRIO;USERA;CALLE;del Cristo de la Victoria;;-3,706799;40,379128;Calle  del Cristo de la Victoria,
VIDRIO;VILLAVERDE;CALLE;del Doctor Martín Arévalo;;-3,705702;40,346466;Calle  del Doctor Martín Arévalo,
VIDRIO;VILLA DE VALLECAS;CALLE;del Embalse de Navacerrada;;-3,603767;40,363386;Calle  del Embalse de Navacerrada,
VIDRIO;VILLA DE VALLECAS;CALLE;del Embalse de Navacerrada;;-3,595347;40,359174;Calle  del Embalse de Navacerrada,
VIDRIO;VILLA DE VALLECAS;CALLE;de Mazaterón;;-3,605399;40,3753531;Calle  de Mazaterón,
VIDRIO;CARABANCHEL;CALLE;del Jacobeo;;-3,7623551;40,3680161;Calle  del Jacobeo,
VIDRIO;VILLA DE VALLECAS;CALLE;del Maestro García Navarro;;-3,5934239;40,3651641;Calle  del Maestro García Navarro,
VIDRIO;ARGANZUELA;CALLE;de la Ceiba;;-3,706876;40,403164;Calle  de la Ceiba,
VIDRIO;CARABANCHEL;CALLE;del Maravedí;;-3,7479089;40,3632021;Calle  del Maravedí,
VIDRIO;CARABANCHEL;CALLE;del Marqués de Jura Real;;-3,709677;40,39204;Calle  del Marqués de Jura Real,
VIDRIO;CARABANCHEL;CALLE;del Palau de la Música;;-3,763949;40,360296;Calle  del Palau de la Música,
VIDRIO;PUENTE DE VALLECAS;CALLE;del Payaso Fofó;;-3,660334;40,3900101;Calle  del Payaso Fofó,
VIDRIO;PUENTE DE VALLECAS;CALLE;del Pico de Almanzor;;-3,661718;40,4023951;Calle  del Pico de Almanzor,
VIDRIO;VILLA DE VALLECAS;CALLE;del Puente del Arzobispo;;-3,610713;40,376065;Calle  del Puente del Arzobispo,
VIDRIO;VILLA DE VALLECAS;CALLE;del Puente del Arzobispo;;-3,612792;40,373602;Calle  del Puente del Arzobispo,
VIDRIO;VILLA DE VALLECAS;CALLE;del Puente del Arzobispo;;-3,610144;40,3767881;Calle  del Puente del Arzobispo,
VIDRIO;VILLA DE VALLECAS;CALLE;del Puente del Arzobispo;;-3,6097421;40,377257;Calle  del Puente del Arzobispo,
VIDRIO;PUENTE DE VALLECAS;CALLE;del Puerto de Balbarán;;-3,659341;40,377207;Calle  del Puerto de Balbarán,
VIDRIO;PUENTE DE VALLECAS;CALLE;del Puerto de Balbarán;;-3,667434;40,381411;Calle  del Puerto de Balbarán,
VIDRIO;PUENTE DE VALLECAS;CALLE;del Puerto de La Morcuera;;-3,664325;40,382022;Calle  del Puerto de La Morcuera,
VIDRIO;VILLA DE VALLECAS;GLORIETA;de Valdeperdices;;-3,630471;40,377239;Glorieta de Valdeperdices,
VIDRIO;PUENTE DE VALLECAS;CALLE;del Río San Lorenzo;;-3,6513549;40,388025;Calle  del Río San Lorenzo,
VIDRIO;USERA;CALLE;del Simca;;-3,706442;40,366525;Calle  del Simca,
VIDRIO;USERA;CALLE;del Simca;;-3,710039;40,3665341;Calle  del Simca,
VIDRIO;USERA;CALLE;del Simca;;-3,7076971;40,3664961;Calle  del Simca,
VIDRIO;ARGANZUELA;CALLE;del Sodio;;-3,689704;40,3894191;Calle  del Sodio,
VIDRIO;ARGANZUELA;CALLE;del Sodio;;-3,6913541;40,388919;Calle  del Sodio,
VIDRIO;CARABANCHEL;CALLE;del Thaler;;-3,7407461;40,3671951;Calle  del Thaler,
VIDRIO;VILLAVERDE;CALLE;del Valle de Tobalina;;-3,71532;40,3332671;Calle  del Valle de Tobalina,
VIDRIO;VILLAVERDE;CALLE;del Valle de Tobalina;;-3,715383;40,333738;Calle  del Valle de Tobalina,
VIDRIO;VILLAVERDE;CALLE;del Valle de Tobalina;;-3,715374;40,334158;Calle  del Valle de Tobalina,
VIDRIO;VILLAVERDE;CALLE;del Valle de Tobalina;;-3,714907;40,3317151;Calle  del Valle de Tobalina,
VIDRIO;VILLAVERDE;CALLE;del Valle de Tobalina;;-3,715374;40,334158;Calle  del Valle de Tobalina,
VIDRIO;VILLA DE VALLECAS;CAMINO; de las Hormigueras;;-3,654363;40,3647441;Camino  de las Hormigueras,
VIDRIO;USERA;PLAZA;del Movimiento Ciudadano;;-3,7081229;40,369894;Plaza  del Movimiento Ciudadano,
VIDRIO;USERA;PLAZA;de los Mil Delegados;;-3,705085;40,3696521;Plaza  de los Mil Delegados,
VIDRIO;VILLAVERDE;CALLE;La del Manojo de Rosas;;-3,697152;40,3580031;Calle  La del Manojo de Rosas,
VIDRIO;VILLAVERDE;CALLE;La del Manojo de Rosas;;-3,697403;40,3595291;Calle  La del Manojo de Rosas,
VIDRIO;VILLAVERDE;CALLE;La del Manojo de Rosas;;-3,698416;40,3580561;Calle  La del Manojo de Rosas,
VIDRIO;VILLA DE VALLECAS;CALLE;la Granja de San Ildefonso;;-3,617041;40,365383;Calle  la Granja de San Ildefonso,
VIDRIO;PUENTE DE VALLECAS;CALLE;Marchamalo;;-3,646355;40,3960551;Calle  Marchamalo,
VIDRIO;ARGANZUELA;CALLE;Oriana;;-3,68153;40,395938;Calle  Oriana,
VIDRIO;VILLA DE VALLECAS;CALLE;Peñaranda de Bracamontes;;-3,607898;40,3705321;Calle  Peñaranda de Bracamontes,
VIDRIO;ARGANZUELA;CALLE;Planeta Tierra;;-3,680132;40,3915841;Calle  Planeta Tierra,
VIDRIO;VILLAVERDE;CALLE;Principal;;-3,700718;40,333652;Calle  Principal,
VIDRIO;USERA;CALLE;Ronda de las Cooperativas;;-3,7087191;40,3674411;Calle  Ronda de las Cooperativas,
VIDRIO;VILLAVERDE;CALLE;Transversal Sexta;;-3,699238;40,3336521;Calle  Transversal Sexta,
VIDRIO;VILLAVERDE;CALLE;Intermedia Sur;;-3,6991771;40,3332811;Calle  Intermedia Sur,
VIDRIO;VILLAVERDE;CALLE;Transversal Sexta;;-3,699218;40,3320921;Calle  Transversal Sexta,
VIDRIO;CARABANCHEL;CALLE;del Arroyo de Valdecelada;;-3,7328609;40,398426;Calle  del Arroyo de Valdecelada,
VIDRIO;VILLA DE VALLECAS;CAMINO; de la Suerte;;-3,617436;40,375725;Camino  de la Suerte,
VIDRIO;CARABANCHEL;CAMINO; de las Cruces;;-3,756758;40,373317;Camino  de las Cruces,
VIDRIO;CARABANCHEL;CAMINO; de las Cruces;;-3,762049;40,3678111;Camino  de las Cruces,
VIDRIO;VILLA DE VALLECAS;CAMINO; de las Hormigueras;;-3,6331529;40,3797421;Camino  de las Hormigueras,
VIDRIO;VILLAVERDE;CALLE;de Villastar;;-3,7112561;40,344181;Calle  de Villastar,
VIDRIO;VILLA DE VALLECAS;CAMINO; de los Talleres;;-3,627448;40,3806851;Camino  de los Talleres,
VIDRIO;USERA;CAMINO; de Perales;;-3,6895909;40,375502;Camino  de Perales,
VIDRIO;USERA;CAMINO; de Perales;;-3,690966;40,378805;Camino  de Perales,
VIDRIO;USERA;CAMINO; de Perales;;-3,689217;40,3744461;Camino  de Perales,
VIDRIO;USERA;CAMINO; de Perales;;-3,688854;40,373338;Camino  de Perales,
VIDRIO;USERA;CAMINO; de Perales;;-3,688144;40,371724;Camino  de Perales,
VIDRIO;USERA;CALLE;del Camino Viejo de Villaverde;;-3,710687;40,3720501;Calle  del Camino Viejo de Villaverde,
VIDRIO;VILLA DE VALLECAS;CARRETERA;de Villaverde a Vallecas;;-3,63108;40,376439;Carretera de Villaverde a Vallecas,
VIDRIO;VILLA DE VALLECAS;CALLE;Seis Mercamadrid;;-3,670631;40,359115;Calle  Seis Mercamadrid,
VIDRIO;VILLAVERDE;PASEO;de Ferroviarios;;-3,715471;40,3479911;Paseo  de Ferroviarios,
VIDRIO;VILLAVERDE;PASEO;de Gigantes y Cabezudos;;-3,6939751;40,360129;Paseo  de Gigantes y Cabezudos,
VIDRIO;VILLAVERDE;PASEO;de Gigantes y Cabezudos;;-3,69388;40,358992;Paseo  de Gigantes y Cabezudos,
VIDRIO;ARGANZUELA;PASEO;de la Chopera;;-3,701086;40,397231;Paseo  de la Chopera,
VIDRIO;ARGANZUELA;PASEO;de la Esperanza;;-3,704096;40,400336;Paseo  de la Esperanza,
VIDRIO;ARGANZUELA;PASEO;de la Esperanza;;-3,703335;40,3992631;Paseo  de la Esperanza,
VIDRIO;ARGANZUELA;PASEO;de la Esperanza;;-3,7028931;40,3988411;Paseo  de la Esperanza,
VIDRIO;ARGANZUELA;PASEO;de las Acacias;;-3,7044471;40,404534;Paseo  de las Acacias,
VIDRIO;ARGANZUELA;PLAZA;Luca de Tena;;-3,6937811;40,401788;Plaza  Luca de Tena,
VIDRIO;ARGANZUELA;PASEO;de las Yeserías;;-3,708899;40,39858;Paseo  de las Yeserías,
VIDRIO;ARGANZUELA;PASEO;de Santa María de la Cabeza;;-3,700481;40,399771;Paseo  de Santa María de la Cabeza,
VIDRIO;ARGANZUELA;PASEO;de Santa María de la Cabeza;;-3,695899;40,404676;Paseo  de Santa María de la Cabeza,
VIDRIO;ARGANZUELA;PASEO;de Santa María de la Cabeza;;-3,698187;40,402192;Paseo  de Santa María de la Cabeza,
VIDRIO;ARGANZUELA;PASEO;de Juan Antonio Vallejo-Nájera Botas;;-3,708406;40,4020991;Paseo  de Juan Antonio Vallejo-Nájera Botas,
VIDRIO;ARGANZUELA;PASEO;del Doctor Doctor Vallejo-Nágera;;-3,708976;40,402197;Paseo  del Doctor Doctor Vallejo-Nágera,
VIDRIO;ARGANZUELA;PASEO;Imperial;;-3,716243;40,4053231;Paseo  Imperial,
VIDRIO;CARABANCHEL;PLAZA;de Estoril;;-3,719832;40,384817;Plaza  de Estoril,
VIDRIO;CARABANCHEL;CALLE;de Ferreira;;-3,729322;40,388752;Calle  de Ferreira,
VIDRIO;CARABANCHEL;CALLE;del Camino Viejo de Leganés;;-3,727681;40,386557;Calle  del Camino Viejo de Leganés,
VIDRIO;VILLAVERDE;PLAZA;de Los Pinazo;;-3,691202;40,3435841;Plaza  de Los Pinazo,
VIDRIO;CARABANCHEL;PLAZA;de Roger de Flor;;-3,733313;40,393716;Plaza  de Roger de Flor,
VIDRIO;CARABANCHEL;PLAZA;de San Vicente de Paul;;-3,726146;40,385279;Plaza  de San Vicente de Paul,
VIDRIO;CARABANCHEL;AVENIDA;de Oporto;;-3,726147;40,385775;Avenida de Oporto,
VIDRIO;PUENTE DE VALLECAS;PLAZA;del Doctor Lozano;;-3,660679;40,403598;Plaza  del Doctor Lozano,
VIDRIO;CARABANCHEL;CALLE;de Antonio de Leyva;;-3,715607;40,397141;Calle  de Antonio de Leyva,
VIDRIO;CARABANCHEL;PLAZA;Julio Cortázar;;-3,731246;40,397421;Plaza  Julio Cortázar,
VIDRIO;ARGANZUELA;CALLE;de Muñopedro;;-3,714259;40,4070081;Calle  de Muñopedro,
VIDRIO;CARABANCHEL;VIA;Lusitana;;-3,720352;40,3842331;Vía Lusitana,
VIDRIO;CARABANCHEL;VIA;Lusitana;;-3,72323;40,382924;Vía Lusitana,
VIDRIO;PUENTE DE VALLECAS;CALLE;de Montiel;;-3,6726439;40,38141;Calle  de Montiel,
VIDRIO;VILLA DE VALLECAS;CALLE;de Montes Alberes;;-3,619666;40,3739041;Calle  de Montes Alberes,
VIDRIO;CARABANCHEL;CALLE;de Antonio de Leyva;;-3,715607;40,397141;Calle  de Antonio de Leyva,
VIDRIO;VILLAVERDE;AVENIDA;de los Rosales;;-3,679072;40,352879;Avenida de los Rosales,
VIDRIO;VILLAVERDE;AVENIDA;Real de Pinto;;-3,709528;40,338578;Avenida Real de Pinto,
VIDRIO;PUENTE DE VALLECAS;AVENIDA;de Entrevías;;-3,666155;40,379415;Avenida de Entrevías,
VIDRIO;CARABANCHEL;CALLE;de Carcastillo;;-3,737236;40,3778551;Calle  de Carcastillo,
VIDRIO;CARABANCHEL;CALLE;de Clara Campoamor;;-3,732874;40,3799941;Calle  de Clara Campoamor,
VIDRIO;VILLAVERDE;CALLE;de Domingo Párraga;;-3,714349;40,3421571;Calle  de Domingo Párraga,
VIDRIO;CARABANCHEL;CALLE;de Clara Campoamor;;-3,7332711;40,382754;Calle  de Clara Campoamor,
VIDRIO;VILLAVERDE;CALLE;de Gregorio Ortiz;;-3,7059701;40,343714;Calle  de Gregorio Ortiz,
VIDRIO;CARABANCHEL;CALLE;de Jacobinia;;-3,749679;40,3769551;Calle  de Jacobinia,
VIDRIO;VILLAVERDE;CALLE;de la Virgen de los Desamparados;;-3,698869;40,3514221;Calle  de la Virgen de los Desamparados,
VIDRIO;VILLAVERDE;CALLE;de Villafuerte;;-3,689578;40,355795;Calle  de Villafuerte,
VIDRIO;PUENTE DE VALLECAS;CALLE;del Puerto de Balbarán;;-3,6687091;40,382794;Calle  del Puerto de Balbarán,
VIDRIO;PUENTE DE VALLECAS;CALLE;del Puerto de Balbarán;;-3,669872;40,38444;Calle  del Puerto de Balbarán,
VIDRIO;USERA;CALLE;del Rutilo;;-3,687694;40,3658221;Calle  del Rutilo,
VIDRIO;PUENTE DE VALLECAS;PLAZA;de Martínez de la Riva;;-3,66486;40,3915621;Plaza  de Martínez de la Riva,
VIDRIO;PUENTE DE VALLECAS;AVENIDA;de lAlbufera;;-3,6413399;40,388339;Avenida de lAlbufera,
VIDRIO;VILLA DE VALLECAS;AVENIDA;de lGavia;;-3,6093601;40,3760971;Avenida de lGavia,
VIDRIO;PUENTE DE VALLECAS;CALLE;del Lele del Pozo;;-3,661364;40,3737671;Calle  del Lele del Pozo,
VIDRIO;PUENTE DE VALLECAS;PLAZA;de La Constitución;;-3,649066;40,386002;Plaza  de La Constitución,
VIDRIO;PUENTE DE VALLECAS;AVENIDA;de Pablo Neruda;;-3,64458;40,3884851;Avenida de Pablo Neruda,
VIDRIO;USERA;AVENIDA;de RafaelYbarra;;-3,712341;40,369432;Avenida de RafaelYbarra,
VIDRIO;VILLA DE VALLECAS;AVENIDA;de Valdeculebras;;-3,58429;40,362396;Avenida de Valdeculebras,
VIDRIO;VILLA DE VALLECAS;AVENIDA;del Cerro Milano;;-3,584707;40,3581091;Avenida del Cerro Milano,
VIDRIO;VILLA DE VALLECAS;AVENIDA;del Cerro Milano;;-3,605725;40,362139;Avenida del Cerro Milano,
VIDRIO;VILLA DE VALLECAS;AVENIDA;del Ensanche de Vallecas;;-3,609151;40,368321;Avenida del Ensanche de Vallecas,
VIDRIO;VILLA DE VALLECAS;AVENIDA;del Ensanche de Vallecas;;-3,600918;40,364603;Avenida del Ensanche de Vallecas,
VIDRIO;VILLA DE VALLECAS;AVENIDA;del Ensanche de Vallecas;;-3,612192;40,370172;Avenida del Ensanche de Vallecas,
VIDRIO;VILLA DE VALLECAS;AVENIDA;del Ensanche de Vallecas;;-3,6102229;40,369203;Avenida del Ensanche de Vallecas,
VIDRIO;VILLAVERDE;AVENIDA;Real de Pinto;;-3,714151;40,3317461;Avenida Real de Pinto,
VIDRIO;VILLAVERDE;AVENIDA;Real de Pinto;;-3,711036;40,336679;Avenida Real de Pinto,
VIDRIO;ARGANZUELA;CALLE;30;;-3,688553;40,3892811;Calle  30,
VIDRIO;VILLAVERDE;CALLE;Augustobriga;;-3,683229;40,3579171;Calle  Augustobriga,
VIDRIO;VILLAVERDE;CALLE;de Amadeo Fernández;;-3,705348;40,344287;Calle  de Amadeo Fernández,
VIDRIO;ARGANZUELA;CALLE;de Amaltea;;-3,684924;40,396526;Calle  de Amaltea,
VIDRIO;CARABANCHEL;CALLE;de Antonio Romero;;-3,731333;40,3737341;Calle  de Antonio Romero,
VIDRIO;VILLAVERDE;CALLE;de Arechavaleta;;-3,696895;40,3520371;Calle  de Arechavaleta,
VIDRIO;ARGANZUELA;CALLE;de Arganda;;-3,705094;40,398799;Calle  de Arganda,
VIDRIO;CARABANCHEL;CALLE;de Azcoitia;;-3,753381;40,3739111;Calle  de Azcoitia,
VIDRIO;VILLAVERDE;CALLE;de Burjasot;;-3,690097;40,344871;Calle  de Burjasot,
VIDRIO;VILLAVERDE;CALLE;de Burjasot;;-3,692275;40,3450841;Calle  de Burjasot,
VIDRIO;ARGANZUELA;CALLE;de Canarias;;-3,694059;40,401923;Calle  de Canarias,
VIDRIO;PUENTE DE VALLECAS;CALLE;de Candilejas;;-3,662479;40,3837531;Calle  de Candilejas,
VIDRIO;ARGANZUELA;CALLE;de Carmen Cobeña;;-3,711596;40,4002661;Calle  de Carmen Cobeña,
VIDRIO;CARABANCHEL;CALLE;de Clara Campoamor;;-3,732969;40,3806901;Calle  de Clara Campoamor,
VIDRIO;VILLAVERDE;CALLE;de Clara Schumann;;-3,6858441;40,3551221;Calle  de Clara Schumann,
VIDRIO;CARABANCHEL;CALLE;de Consuelo Guzmán;;-3,753343;40,3764441;Calle  de Consuelo Guzmán,
VIDRIO;PUENTE DE VALLECAS;CALLE;de Dolores Folgueras;;-3,657375;40,39284;Calle  de Dolores Folgueras,
VIDRIO;VILLAVERDE;CALLE;de Eduardo Minguito;;-3,687059;40,3486011;Calle  de Eduardo Minguito,
VIDRIO;ARGANZUELA;CALLE;de Embajadores;;-3,689986;40,385382;Calle  de Embajadores,
VIDRIO;ARGANZUELA;CALLE;de Embajadores;;-3,688721;40,385073;Calle  de Embajadores,
VIDRIO;ARGANZUELA;CALLE;de Embajadores;;-3,700739;40,402811;Calle  de Embajadores,
VIDRIO;ARGANZUELA;CALLE;de Embajadores;;-3,6967109;40,397131;Calle  de Embajadores,
VIDRIO;VILLAVERDE;CALLE;de Francisco del Pino;;-3,6917341;40,349706;Calle  de Francisco del Pino,
VIDRIO;USERA;CALLE;de Gabriel Usera;;-3,708914;40,387115;Calle  de Gabriel Usera,
VIDRIO;PUENTE DE VALLECAS;CALLE;de Gerardo Diego;;-3,643672;40,386019;Calle  de Gerardo Diego,
VIDRIO;USERA;CALLE;de Ibarra;;-3,7168169;40,368879;Calle  de Ibarra,
VIDRIO;USERA;CALLE;de Ichaso;;-3,717042;40,3704901;Calle  de Ichaso,
VIDRIO;CARABANCHEL;CALLE;de Jacobinia;;-3,754057;40,3775681;Calle  de Jacobinia,
VIDRIO;ARGANZUELA;CALLE;de Jaime 'El Conquistador';;-3,698398;40,394608;Calle  de Jaime 'El Conquistador',
VIDRIO;USERA;CALLE;de Antonio Salvador;;-3,700593;40,3861691;Calle  de Antonio Salvador,
VIDRIO;PUENTE DE VALLECAS;CALLE;de José Paulete;;-3,652148;40,393397;Calle  de José Paulete,
VIDRIO;ARGANZUELA;CALLE;de Julián Rabanedo;;-3,6939;40,387555;Calle  de Julián Rabanedo,
