TIPO CONTENEDOR;CANTIDAD;DIRECCION COMPLETA;NOMBRE;NÚMERO;DISTRITO;URI distrito;LATITUD;LONGITUD;IDENTIFICADOR
Contenedor de ropa;1;Calle  Puerto de la Cruz Verde ,  esquina calle Puerto de Miravete;Calle Puerto de la Cruz Verde ;s/n;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,38450002;-3,686941289;-3.68694128893409 40.3845000160118 Contenedor de ropa
Contenedor de ropa;1;Calle  Puerto Bejar , 14 frente;Calle Puerto Bejar ;14;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,38785969;-3,687759863;-3.68775986303264 40.3878596868337 Contenedor de ropa
Contenedor de ropa;1;Calle  Bronce , 32 esquina calle Embajadores;Calle Bronce ;32;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,38795044;-3,690219677;-3.69021967689308 40.3879504368629 Contenedor de ropa
Contenedor de ropa;1;Calle  Teniente Coronel Noreña , 49 ;Calle Teniente Coronel Noreña ;49;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,38731006;-3,691849635;-3.69184963534151 40.3873100598576 Contenedor de ropa
Contenedor de ropa;1;Calle  Ricardo Damas, 4 ;Calle Ricardo Damas;4;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,38548769;-3,692046944;-3.69204694375639 40.3854876910624 Contenedor de ropa
Contenedor de ropa;1;Paseo  Molino , 19 ;Paseo Molino ;19;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,39001009;-3,692449885;-3.69244988511658 40.3900100946791 Contenedor de ropa
Contenedor de ropa;1;Calle  Antracita , 14 ;Calle Antracita ;14;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,39103987;-3,688369557;-3.68836955671932 40.3910398711294 Contenedor de ropa
Contenedor de ropa;1;Calle  Parroco Eusebio Cuenca , 44 ;Calle Parroco Eusebio Cuenca ;44;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,3955003;-3,688969971;-3.68896997111207 40.3955002960187 Contenedor de ropa
Contenedor de ropa;1;Calle  Alicante , 14 ;Calle Alicante ;14;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,39432986;-3,691260449;-3.69126044942258 40.3943298598878 Contenedor de ropa
Contenedor de ropa;1;Calle  Del  Granito , 6 ;Calle Del  Granito ;6;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,3926398;-3,693510169;-3.69351016904421 40.392639798735 Contenedor de ropa
Contenedor de ropa;1;Paseo  Delicias , 123 ;Paseo Delicias ;123;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,39283013;-3,69467037;-3.69467036974546 40.3928301334359 Contenedor de ropa
Contenedor de ropa;1;Paseo  Paseo de la Chopera - Reloj, 10 ;Paseo Paseo de la Chopera - Reloj;10;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,39401973;-3,699089434;-3.6990894344816 40.394019726768 Contenedor de ropa
Contenedor de ropa;1;Calle  Jaime El Conquistador, 33 ;Calle Jaime El Conquistador;33;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,39441051;-3,698229778;-3.6982297776378 40.3944105095216 Contenedor de ropa
Contenedor de ropa;1;Calle  Fernando Poo , 44 ;Calle Fernando Poo ;44;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,39602972;-3,700269704;-3.70026970405517 40.396029717341 Contenedor de ropa
Contenedor de ropa;1;Paseo  Delicias , 38 ;Paseo Delicias ;38;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,39793978;-3,693820255;-3.69382025496439 40.3979397813361 Contenedor de ropa
Contenedor de ropa;1;Calle  Embajadores , 124 ;Calle Embajadores ;124;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,39940033;-3,69857946;-3.6985794600477 40.3994003257314 Contenedor de ropa
Contenedor de ropa;1;Calle  Del Ferrocarril , 25 ;Calle Del Ferrocarril ;25;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,40073052;-3,696697609;-3.69669760949369 40.400730517688 Contenedor de ropa
Contenedor de ropa;1;Calle  Palos de la Frontera , 42 ;Calle Palos de la Frontera ;42;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,40255009;-3,694059675;-3.69405967498256 40.402550087876 Contenedor de ropa
Contenedor de ropa;1;Paseo  Santa María de la Cabeza , 33 ;Paseo Santa María de la Cabeza ;33;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,40461976;-3,695959437;-3.69595943731644 40.4046197627249 Contenedor de ropa
Contenedor de ropa;1;Paseo  Santa María de la Cabeza, 3 ;Paseo Santa María de la Cabeza;3;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,40671023;-3,693799528;-3.69379952762466 40.4067102332167 Contenedor de ropa
Contenedor de ropa;1;Calle  General Lacy , 14 ;Calle General Lacy ;14;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,40453039;-3,690430254;-3.69043025380567 40.4045303882056 Contenedor de ropa
Contenedor de ropa;1;Calle  Ancora , 22 ;Calle Ancora ;22;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,40262987;-3,691419589;-3.6914195886158 40.402629869628 Contenedor de ropa
Contenedor de ropa;1;Calle  Canarias , 54 ;Calle Canarias ;54;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,40159989;-3,689800491;-3.68980049097715 40.401599893594 Contenedor de ropa
Contenedor de ropa;1;Calle  Bustamante , 26 esquina calle Villa del Prado;Calle Bustamante ;26;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,40027875;-3,68707148;-3.68707148049293 40.4002787453193 Contenedor de ropa
Contenedor de ropa;1;Calle  Ramírez de Prado , 7 frente;Calle Ramírez de Prado ;7;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,40027007;-3,686939882;-3.68693988185138 40.4002700676939 Contenedor de ropa
Contenedor de ropa;1;Calle  Mendez Alvaro  , 62 ;Calle Mendez Alvaro  ;62;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,39641983;-3,681569931;-3.68156993142487 40.3964198342583 Contenedor de ropa
Contenedor de ropa;1;Calle  Mendez Alvaro  , 74 ;Calle Mendez Alvaro  ;74;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,39410037;-3,679209972;-3.67920997202497 40.3941003682319 Contenedor de ropa
Contenedor de ropa;1;Calle  Estrella Denébola, 5 ;Calle Estrella Denébola;5;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,39452995;-3,683669474;-3.68366947449796 40.3945299470293 Contenedor de ropa
Contenedor de ropa;1;Paseo  Yeserias , 41 ;Paseo Yeserias ;41;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,39773968;-3,706630554;-3.70663055393406 40.397739681068 Contenedor de ropa
Contenedor de ropa;1;Calle  Arganda , 38 ;Calle Arganda ;38;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,40039044;-3,706730153;-3.70673015265747 40.4003904413033 Contenedor de ropa
Contenedor de ropa;1;Paseo  Esperanza , 47 ;Paseo Esperanza ;47;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,39898009;-3,702810235;-3.7028102346393 40.3989800902596 Contenedor de ropa
Contenedor de ropa;1;Calle  Ribera de Curtidores, 30 frente;Calle Ribera de Curtidores;30;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,40144979;-3,70260966;-3.70260966034203 40.4014497939391 Contenedor de ropa
Contenedor de ropa;1;Calle  Embajadores , 75 ;Calle Embajadores ;75;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,4032104;-3,700789569;-3.70078956928545 40.4032104000578 Contenedor de ropa
Contenedor de ropa;1;Calle  Martín de Vargas , 1 ;Calle Martín de Vargas ;1;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,40442984;-3,702930552;-3.70293055228994 40.4044298437659 Contenedor de ropa
Contenedor de ropa;1;Calle  Ronda de Toledo , 36 ;Calle Ronda de Toledo ;36;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,40523997;-3,704819858;-3.70481985768237 40.4052399687293 Contenedor de ropa
Contenedor de ropa;1;Paseo  Esperanza , 8 ;Paseo Esperanza ;8;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,40256042;-3,706189548;-3.70618954842203 40.4025604244978 Contenedor de ropa
Contenedor de ropa;1;Calle  Arganda, 18 frente;Calle Arganda;18;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,39865001;-3,70493967;-3.70493966967206 40.3986500082276 Contenedor de ropa
Contenedor de ropa;1;Paseo  Juan Antonio Vallejo - Nájera Botas, 31 ;Paseo Juan Antonio Vallejo - Nájera Botas;31;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,4022798;-3,709939957;-3.70993995669054 40.4022797986108 Contenedor de ropa
Contenedor de ropa;1;Calle  Melilla , 10 ;Calle Melilla ;10;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,40194036;-3,710200361;-3.71020036055038 40.4019403595757 Contenedor de ropa
Contenedor de ropa;1;Calle  Carmen Cobeña , 3 ;Calle Carmen Cobeña ;3;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,40135031;-3,710779838;-3.7107798375855 40.4013503088011 Contenedor de ropa
Contenedor de ropa;1;Paseo  Imperial , 87 ;Paseo Imperial ;87;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,40153017;-3,715359929;-3.71535992873238 40.4015301725565 Contenedor de ropa
Contenedor de ropa;1;Calle  Toledo , 171 ;Calle Toledo ;171;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,40261019;-3,713199481;-3.71319948120218 40.4026101916917 Contenedor de ropa
Contenedor de ropa;1;Calle  Toledo , 122 ;Calle Toledo ;122;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,40579988;-3,712390518;-3.71239051767261 40.4057998811019 Contenedor de ropa
Contenedor de ropa;1;Paseo  Olmos , 4 ;Paseo Olmos ;4;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,40552035;-3,711259747;-3.71125974668742 40.4055203545856 Contenedor de ropa
Contenedor de ropa;1;Paseo  Pontones , 14 ;Paseo Pontones ;14;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,40451505;-3,717135209;-3.71713520937777 40.4045150481517 Contenedor de ropa
Contenedor de ropa;1;Paseo  Pontones, 19 ;Paseo Pontones;19;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,40442995;-3,717870149;-3.71787014915836 40.4044299465237 Contenedor de ropa
Contenedor de ropa;1;Paseo  Melancolicos , 43 ;Paseo Melancolicos ;43;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,40544979;-3,720329903;-3.72032990258772 40.4054497890516 Contenedor de ropa
Contenedor de ropa;1;Paseo  Imperial , 20 ;Paseo Imperial ;20;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,40762052;-3,717359565;-3.71735956468061 40.4076205190029 Contenedor de ropa
Contenedor de ropa;1;Paseo  Imperial , 12 ;Paseo Imperial ;12;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,40904026;-3,717809528;-3.71780952815947 40.4090402555524 Contenedor de ropa
Contenedor de ropa;1;Paseo  Melancolicos , 1 ;Paseo Melancolicos ;1;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,40961031;-3,719149727;-3.719149726622 40.4096103083867 Contenedor de ropa
Contenedor de ropa;1;Calle  Juan Duque , 25 ;Calle Juan Duque ;25;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,41154036;-3,719389493;-3.7193894929356 40.4115403565067 Contenedor de ropa
Contenedor de ropa;1;Paseo  Virgen del Puerto , 59 esquina calle Mármol;Paseo Virgen del Puerto ;59;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,40522132;-3,722034633;-3.72203463296194 40.405221317126 Contenedor de ropa
Contenedor de ropa;1;Paseo  Virgen Puerto , 11 ;Paseo Virgen Puerto ;11;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,41312033;-3,720870179;-3.72087017928945 40.4131203294681 Contenedor de ropa
Contenedor de ropa;1;Calle  Plomo, 5 frente;Calle Plomo;5;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,39179148;-3,689581864;-3.68958186402113 40.3917914831513 Contenedor de ropa
Contenedor de ropa;1;Calle  Bolivar, 13 ;Calle Bolivar;13;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,39242402;-3,691496999;-3.69149699891048 40.3924240156067 Contenedor de ropa
Contenedor de ropa;1;Calle  Sebastian El Cano, 12 frente;Calle Sebastian El Cano;12;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,40438998;-3,699983112;-3.6999831124976 40.4043899768886 Contenedor de ropa
Contenedor de ropa;1;Calle  Moratines, 15 ;Calle Moratines;15;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,40290932;-3,70313381;-3.70313380984292 40.4029093195379 Contenedor de ropa
Contenedor de ropa;1;Calle  Embajadores, 157 ;Calle Embajadores;157;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,39581016;-3,695599001;-3.69559900148618 40.3958101598255 Contenedor de ropa
Contenedor de ropa;1;Calle  Estrella Denébola, 8 ;Calle Estrella Denébola;8;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,39572571;-3,684798154;-3.68479815417192 40.3957257103119 Contenedor de ropa
Contenedor de ropa;1;Calle  Planeta Tierra esq c/ Nereida, 4 ;Calle Planeta Tierra esq c/ Nereida;4;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,39225644;-3,679309036;-3.67930903631078 40.3922564371395 Contenedor de ropa
Contenedor de ropa;1;Calle  Ronda de Segovia, 20 ;Calle Ronda de Segovia;20;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,40840227;-3,716497271;-3.71649727062726 40.4084022658617 Contenedor de ropa
Contenedor de ropa;1;Calle  Cobos de Segovia, 5 ;Calle Cobos de Segovia;5;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,40612671;-3,718957909;-3.71895790937641 40.4061267101504 Contenedor de ropa
Contenedor de ropa;1;Calle  Juan Antonio Vallejo - Nájera Botas, 59 ;Calle Juan Antonio Vallejo - Nájera Botas;59;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,40389531;-3,715260402;-3.71526040234224 40.4038953062841 Contenedor de ropa
Contenedor de ropa;1;Paseo  de la Chopera   , 21 ;Paseo de la Chopera   ;21;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,39602972;-3,700269704;-3.70026970405517 40.396029717341 Contenedor de ropa
Contenedor de ropa;1;Paseo  Santa María de la Cabeza, 3 ;Paseo Santa María de la Cabeza;3;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,40671023;-3,693799528;-3.69379952762466 40.4067102332167 Contenedor de ropa
Contenedor de ropa;1;Calle  Embajadores, 75 ;Calle Embajadores;75;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,40321431;-3,700873163;-3.70087316259507 40.40321430782 Contenedor de ropa
Contenedor de ropa;1;Calle  Fray Luis de León, 10 frente;Calle Fray Luis de León;10;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,40424373;-3,698245111;-3.69824511075042 40.4042437278898 Contenedor de ropa
Contenedor de ropa;1;Paseo  Melancolicos , 23 frente;Paseo Melancolicos ;23;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,40610258;-3,720388598;-3.72038859845266 40.4061025797881 Contenedor de ropa
Contenedor de ropa;1;Calle  Embajadores, 294 frente;Calle Embajadores;294;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,3851588;-3,688919372;-3.68891937211073 40.3851587953557 Contenedor de ropa
Contenedor de ropa;1;calle  Algete, 2 ;Calle Algete;2;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,38906687;-3,694428695;-3.69442869485523 40.3890668685762 Contenedor de ropa
Contenedor de ropa;1;Paseo  Chopera, 39 ;Paseo Chopera;39;Arganzuela;http://www.wikidata.org/entity/Q2000929;40,39464642;-3,699680947;-3.69968094698343 40.3946464241659 Contenedor de ropa
Contenedor de ropa;1;Paseo  Alameda de Osuna, 65 ;Paseo Alameda de Osuna;65;Barajas;http://www.wikidata.org/entity/Q807230;40,4573;-3,59093;-3.59093 40.4573 Contenedor de ropa
Contenedor de ropa;1;Plaza  Navio, 4 ;Plaza Navio;4;Barajas;http://www.wikidata.org/entity/Q807230;40,4552;-3,58754;-3.58754 40.4552 Contenedor de ropa
Contenedor de ropa;1;Calle  Pinos de Osuna, 7 ;Calle Pinos de Osuna;7;Barajas;http://www.wikidata.org/entity/Q807230;40,4533;-3,59271;-3.59271 40.4533 Contenedor de ropa
Contenedor de ropa;1;Calle  Balandro, 37 esq calle Batel;Calle Balandro;37;Barajas;http://www.wikidata.org/entity/Q807230;40,4544;-3,59051;-3.59051 40.4544 Contenedor de ropa
Contenedor de ropa;1;Avenida de Logroño, 235 ;Avenida de Logroño;235;Barajas;http://www.wikidata.org/entity/Q807230;40,4628;-3,58746;-3.58746 40.4628 Contenedor de ropa
Contenedor de ropa;1;Avenida  General, 34 ;Avenida General;34;Barajas;http://www.wikidata.org/entity/Q807230;40,470306;-3,580859;-3.580859 40.470306 Contenedor de ropa
Contenedor de ropa;1;Plaza  Mayor de Barajas, 11 ;Plaza Mayor de Barajas;11;Barajas;http://www.wikidata.org/entity/Q807230;40,473993;-3,577175;-3.577175 40.473993 Contenedor de ropa
Contenedor de ropa;1;Calle de la  Botica, 7 ;Calle de la  Botica;7;Barajas;http://www.wikidata.org/entity/Q807230;40,4744;-3,5785;-3.5785 40.4744 Contenedor de ropa
Contenedor de ropa;1;Calle de Ayerbe, 22 ;Calle de Ayerbe;22;Barajas;http://www.wikidata.org/entity/Q807230;40,470984;-3,57741;-3.57741 40.470984 Contenedor de ropa
Contenedor de ropa;1;Avenida de Logroño, 132 ;Avenida de Logroño;132;Barajas;http://www.wikidata.org/entity/Q807230;40,472672;-3,581572;-3.581572 40.472672 Contenedor de ropa
Contenedor de ropa;1;Calle  Alhaurín, 5 ;Calle Alhaurín;5;Barajas;http://www.wikidata.org/entity/Q807230;40,4741;-3,5853;-3.5853 40.4741 Contenedor de ropa
Contenedor de ropa;1;Calle del Gran Poder, 35 esquina Icaro;Calle del Gran Poder;35;Barajas;http://www.wikidata.org/entity/Q807230;40,472455;-3,586129;-3.586129 40.472455 Contenedor de ropa
Contenedor de ropa;1;Calle  Playa del Sardinero, 1 ;Calle Playa del Sardinero;1;Barajas;http://www.wikidata.org/entity/Q807230;40,47184;-3,5905;-3.5905 40.47184 Contenedor de ropa
Contenedor de ropa;1;Calle  Bahia de Malaga, 18 ;Calle Bahia de Malaga;18;Barajas;http://www.wikidata.org/entity/Q807230;40,46767;-3,5951;-3.5951 40.46767 Contenedor de ropa
Contenedor de ropa;1;Calle  Bahia de Pollensa, 1 ;Calle Bahia de Pollensa;1;Barajas;http://www.wikidata.org/entity/Q807230;40,46503;-3,5933;-3.5933 40.46503 Contenedor de ropa
Contenedor de ropa;1;Calle  Bahia de Cadiz, 20 ;Calle Bahia de Cadiz;20;Barajas;http://www.wikidata.org/entity/Q807230;40,46076;-3,5937;-3.5937 40.46076 Contenedor de ropa
Contenedor de ropa;1;Calle  Alfonso Fernandez , 24 frente;Calle Alfonso Fernandez ;24;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,36688048;-3,755290384;-3.75529038443581 40.3668804820436 Contenedor de ropa
Contenedor de ropa;1;Calle  Camino Viejo de Leganés , 154 frente;Calle Camino Viejo de Leganés ;154;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,3808036;-3,73163359;-3.73163359031532 40.3808036033314 Contenedor de ropa
Contenedor de ropa;1;Plaza  Coimbra, 16 ;Plaza Coimbra;16;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,38518025;-3,726670298;-3.72667029807063 40.3851802519706 Contenedor de ropa
Contenedor de ropa;1;Plaza  Setúbal  , 11 frente;Plaza Setúbal  ;11;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,38333988;-3,724200048;-3.72420004771462 40.3833398771918 Contenedor de ropa
Contenedor de ropa;1;Calle  De Portalegre , 108 frente;Calle De Portalegre ;108;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,3858398;-3,723640101;-3.72364010095378 40.3858398002458 Contenedor de ropa
Contenedor de ropa;1;Calle  Antonia Lancha , 54 ;Calle Antonia Lancha ;54;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,38598013;-3,722809823;-3.72280982311973 40.3859801293401 Contenedor de ropa
Contenedor de ropa;1;Calle  Vía Lusitana, 100 ;Calle Vía Lusitana;100;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,38472034;-3,718379523;-3.71837952324643 40.3847203387423 Contenedor de ropa
Contenedor de ropa;1;Calle  De la Vía , 15 ;Calle De la Vía ;15;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,38603023;-3,719109761;-3.71910976076687 40.386030225555 Contenedor de ropa
Contenedor de ropa;1;Calle  Portalegre, 11 ;Calle Portalegre;11;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,38650982;-3,718769658;-3.71876965837166 40.3865098215537 Contenedor de ropa
Contenedor de ropa;1;Calle  Alejandro Sánchez , 100 B;Calle Alejandro Sánchez ;100;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,38925994;-3,717637057;-3.71763705705146 40.3892599415095 Contenedor de ropa
Contenedor de ropa;1;Calle  Mercedes Arteaga , 45 ;Calle Mercedes Arteaga ;45;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,39110984;-3,722819893;-3.72281989339671 40.3911098364674 Contenedor de ropa
Contenedor de ropa;1;Calle  Catorce Olivas , s/n ;Calle Catorce Olivas ;s/n;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,3659903;-3,740959469;-3.74095946891508 40.3659902951925 Contenedor de ropa
Contenedor de ropa;1;Calle  Antonio Leyva, 72 frente;Calle Antonio Leyva;72;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,39030979;-3,71602;-3.71601999981176 40.3903097938884 Contenedor de ropa
Contenedor de ropa;1;Calle  Blasa Pérez, 8 ;Calle Blasa Pérez;8;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,39072018;-3,713320283;-3.71332028286023 40.3907201762786 Contenedor de ropa
Contenedor de ropa;1;Calle  Matilde Hernández, 5 ;Calle Matilde Hernández;5;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,39262972;-3,71308946;-3.713089459791 40.3926297227131 Contenedor de ropa
Contenedor de ropa;1;Calle  Antonio López , 74 ;Calle Antonio López ;74;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,39420021;-3,708660294;-3.70866029370372 40.3942002070047 Contenedor de ropa
Contenedor de ropa;1;Paseo  San Illan, 35 ;Paseo San Illan;35;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,39556033;-3,708259783;-3.70825978272811 40.3955603284697 Contenedor de ropa
Contenedor de ropa;1;Calle  Antonio López , 33 frente;Calle Antonio López ;33;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,39739021;-3,714679796;-3.71467979605025 40.397390208225 Contenedor de ropa
Contenedor de ropa;1;Calle  Antonio de Leyva , 18 frente;Calle Antonio de Leyva ;18;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,3946804;-3,715679809;-3.7156798091756 40.3946804008962 Contenedor de ropa
Contenedor de ropa;1;Calle  Jacinto Verdaguer , 16 ;Calle Jacinto Verdaguer ;16;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,39568991;-3,717199936;-3.71719993572666 40.3956899082411 Contenedor de ropa
Contenedor de ropa;1;Calle  Cidro , 5 ;Calle Cidro ;5;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,36815985;-3,745839491;-3.74583949112276 40.3681598503117 Contenedor de ropa
Contenedor de ropa;1;Avenida  Oporto, 52 ;Avenida Oporto;52;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,38669036;-3,728359529;-3.72835952942599 40.3866903573737 Contenedor de ropa
Contenedor de ropa;1;Calle  Cidro , 5 ;Calle Cidro ;5;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,36815985;-3,745839491;-3.74583949112276 40.3681598503117 Contenedor de ropa
Contenedor de ropa;1;Calle  Jose del Rio, 23 ;Calle Jose del Rio;23;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,39398;-3,731150511;-3.73115051104291 40.3939800041978 Contenedor de ropa
Contenedor de ropa;1;Calle  Fragata, 42 ;Calle Fragata;42;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,39412003;-3,732370388;-3.73237038755021 40.3941200330003 Contenedor de ropa
Contenedor de ropa;1;Calle  Comandante Fontanes , 8 ;Calle Comandante Fontanes ;8;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,39533997;-3,721750435;-3.72175043522021 40.3953399701442 Contenedor de ropa
Contenedor de ropa;1;Calle  Vía Carpetana , 141 ;Calle Vía Carpetana ;141;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,39301002;-3,740870257;-3.74087025714404 40.3930100221796 Contenedor de ropa
Contenedor de ropa;1;Calle  Laguna , 115 ;Calle Laguna ;115;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,39147027;-3,742010427;-3.74201042682462 40.3914702688085 Contenedor de ropa
Contenedor de ropa;1;Calle  Las Clarisas , 21 ;Calle Las Clarisas ;21;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,39004968;-3,726809824;-3.72680982425057 40.3900496837395 Contenedor de ropa
Contenedor de ropa;1;Avenida  Pedro Díez , 1 ;Avenida Pedro Díez ;1;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,39058057;-3,729060075;-3.72906007540052 40.3905805669653 Contenedor de ropa
Contenedor de ropa;1;Calle  Julián González, 7 ;Calle Julián González;7;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,39859978;-3,719239949;-3.71923994884173 40.3985997785232 Contenedor de ropa
Contenedor de ropa;1;Calle  Ontanilla , 25 ;Calle Ontanilla ;25;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,37541045;-3,731439785;-3.73143978528189 40.3754104546653 Contenedor de ropa
Contenedor de ropa;1;Calle  Patrimonio  Humanidad , 37 ;Calle Patrimonio  Humanidad ;37;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,3616902;-3,763270485;-3.76327048519724 40.3616901969987 Contenedor de ropa
Contenedor de ropa;1;Calle  Del Euro, 27 frente;Calle Del Euro;27;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,36618997;-3,747590385;-3.74759038459146 40.3661899657027 Contenedor de ropa
Contenedor de ropa;1;Avenida  Peseta , 103 ;Avenida Peseta ;103;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,36332021;-3,746669469;-3.74666946887149 40.3633202077021 Contenedor de ropa
Contenedor de ropa;1;Avenida  Peseta , 62 ;Avenida Peseta ;62;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,36209036;-3,756389928;-3.75638992753073 40.3620903614888 Contenedor de ropa
Contenedor de ropa;1;Calle  Patrimonio  Humanidad , 6 ;Calle Patrimonio  Humanidad ;6;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,36124998;-3,758839626;-3.75883962646795 40.361249980262 Contenedor de ropa
Contenedor de ropa;1;Calle  Salvador Allende , 22 ;Calle Salvador Allende ;22;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,36386982;-3,757879677;-3.75787967676153 40.3638698172351 Contenedor de ropa
Contenedor de ropa;1;Calle  Verdad, 29 ;Calle Verdad;29;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,39153986;-3,717129984;-3.71712998385739 40.3915398617598 Contenedor de ropa
Contenedor de ropa;1;Calle  Pinar de San José , 50 frente;Calle Pinar de San José ;50;Carabanchel;http://www.wikidata.org/entity/Q1001991;40,3628401;-3,766760183;-3.76676018286944 40.3628400986106 Contenedor de ropa
