TIPO CONTENEDOR;CANTIDAD;DIRECCION COMPLETA;NOMBRE;NÚMERO;DISTRITO;URI distrito;LATITUD;LONGITUD;IDENTIFICADOR
Contenedor de ropa;1;Calle  Fuente Carrantona, 10 ;Calle Fuente Carrantona;10;Moratalaz;http://www.wikidata.org/entity/Q2076109;40,39927;-3,636741;-3.636741 40.39927 Contenedor de ropa
Contenedor de ropa;1;Calle  Tacona, 71 ;Calle Tacona;71;Moratalaz;http://www.wikidata.org/entity/Q2076109;40,397996;-3,640157;-3.640157 40.397996 Contenedor de ropa
Contenedor de ropa;1;Calle  Encomienda de Palacios, 190 ;Calle Encomienda de Palacios;190;Moratalaz;http://www.wikidata.org/entity/Q2076109;40,399017;-3,641867;-3.641867 40.399017 Contenedor de ropa
Contenedor de ropa;1;Calle  Encomienda de Palacios, 156 ;Calle Encomienda de Palacios;156;Moratalaz;http://www.wikidata.org/entity/Q2076109;40,400005;-3,64204;-3.64204 40.400005 Contenedor de ropa
Contenedor de ropa;1;Calle  Encomienda de Palacios, 8 ;Calle Encomienda de Palacios;8;Moratalaz;http://www.wikidata.org/entity/Q2076109;40,40068;-3,646045;-3.646045 40.40068 Contenedor de ropa
Contenedor de ropa;1;Calle  Corregidor Juan Francisco de Lujan, 85 ;Calle Corregidor Juan Francisco de Lujan;85;Moratalaz;http://www.wikidata.org/entity/Q2076109;40,401761;-3,646199;-3.646199 40.401761 Contenedor de ropa
Contenedor de ropa;1;Calle  Corregidor Alonso de Tobar, 8 ;Calle Corregidor Alonso de Tobar;8;Moratalaz;http://www.wikidata.org/entity/Q2076109;40,40327;-3,648471;-3.648471 40.40327 Contenedor de ropa
Contenedor de ropa;1;Calle  Hacienda de Pavones, 4 ;Calle Hacienda de Pavones;4;Moratalaz;http://www.wikidata.org/entity/Q2076109;40,405154;-3,650653;-3.650653 40.405154 Contenedor de ropa
Contenedor de ropa;1;Calle  Arroyo Belincoso, 11 ;Calle Arroyo Belincoso;11;Moratalaz;http://www.wikidata.org/entity/Q2076109;40,4098;-3,65294;-3.65294 40.4098 Contenedor de ropa
Contenedor de ropa;1;Calle  Camino de Vinateros, 104 ;Calle Camino de Vinateros;104;Moratalaz;http://www.wikidata.org/entity/Q2076109;40,409999;-3,650886;-3.650886 40.409999 Contenedor de ropa
Contenedor de ropa;1;Calle  Marroquina, 26 ;Calle Marroquina;26;Moratalaz;http://www.wikidata.org/entity/Q2076109;40,407726;-3,64903;-3.64903 40.407726 Contenedor de ropa
Contenedor de ropa;1;Calle  Entre Arroyos, 33 ;Calle Entre Arroyos;33;Moratalaz;http://www.wikidata.org/entity/Q2076109;40,40863;-3,65449;-3.65449 40.40863 Contenedor de ropa
Contenedor de ropa;1;Calle del Arroyo de la Media Legua, 1 ;Calle del Arroyo de la Media Legua;1;Moratalaz;http://www.wikidata.org/entity/Q2076109;40,40767;-3,658087;-3.658087 40.40767 Contenedor de ropa
Contenedor de ropa;1;Calle  Corregidor Diego de Valderrabano, 10 ;Calle Corregidor Diego de Valderrabano;10;Moratalaz;http://www.wikidata.org/entity/Q2076109;40,409517;-3,65983;-3.65983 40.409517 Contenedor de ropa
Contenedor de ropa;1;Calle  Corregidor Diego de Valderrabano, 25 ;Calle Corregidor Diego de Valderrabano;25;Moratalaz;http://www.wikidata.org/entity/Q2076109;40,412111;-3,658053;-3.658053 40.412111 Contenedor de ropa
Contenedor de ropa;1;Camino  Vinateros, 9 ;Camino Vinateros;9;Moratalaz;http://www.wikidata.org/entity/Q2076109;40,410828;-3,657274;-3.657274 40.410828 Contenedor de ropa
Contenedor de ropa;1;Calle  Alcalde Garrido Juaristi, 17 ;Calle Alcalde Garrido Juaristi;17;Moratalaz;http://www.wikidata.org/entity/Q2076109;40,415786;-3,655636;-3.655636 40.415786 Contenedor de ropa
Contenedor de ropa;1;Calle del Arroyo de la Media Legua, 58 ;Calle del Arroyo de la Media Legua;58;Moratalaz;http://www.wikidata.org/entity/Q2076109;40,411392;-3,654662;-3.654662 40.411392 Contenedor de ropa
Contenedor de ropa;1;Calle  Marroquina, 70 ;Calle Marroquina;70;Moratalaz;http://www.wikidata.org/entity/Q2076109;40,409489;-3,646966;-3.646966 40.409489 Contenedor de ropa
Contenedor de ropa;1;Avenida  Moratalaz, 130 ;Avenida Moratalaz;130;Moratalaz;http://www.wikidata.org/entity/Q2076109;40,406445;-3,646734;-3.646734 40.406445 Contenedor de ropa
Contenedor de ropa;1;Avenida  Moratalaz, 150 ;Avenida Moratalaz;150;Moratalaz;http://www.wikidata.org/entity/Q2076109;40,407302;-3,647541;-3.647541 40.407302 Contenedor de ropa
Contenedor de ropa;1;Avenida  Moratalaz, 191 frente;Avenida Moratalaz;191;Moratalaz;http://www.wikidata.org/entity/Q2076109;40,409308;-3,643112;-3.643112 40.409308 Contenedor de ropa
Contenedor de ropa;1;Calle  Antonio Cumella, 10 ;Calle Antonio Cumella;10;Moratalaz;http://www.wikidata.org/entity/Q2076109;40,410458;-3,636165;-3.636165 40.410458 Contenedor de ropa
Contenedor de ropa;1;Calle  Merida, 4 ;Calle Merida;4;Moratalaz;http://www.wikidata.org/entity/Q2076109;40,407448;-3,636666;-3.636666 40.407448 Contenedor de ropa
Contenedor de ropa;1;Calle  Luis de Hoyos Sainz, 76 ;Calle Luis de Hoyos Sainz;76;Moratalaz;http://www.wikidata.org/entity/Q2076109;40,404789;-3,637517;-3.637517 40.404789 Contenedor de ropa
Contenedor de ropa;1;Calle  Pico de los Artilleros, 82 ;Calle Pico de los Artilleros;82;Moratalaz;http://www.wikidata.org/entity/Q2076109;40,4074;-3,639716;-3.639716 40.4074 Contenedor de ropa
Contenedor de ropa;1;Calle  Hacienda de Pavones, 224 ;Calle Hacienda de Pavones;224;Moratalaz;http://www.wikidata.org/entity/Q2076109;40,401651;-3,639692;-3.639692 40.401651 Contenedor de ropa
Contenedor de ropa;1;Calle la Cañada, 36 ;Calle la Cañada;36;Moratalaz;http://www.wikidata.org/entity/Q2076109;40,405389;-3,644412;-3.644412 40.405389 Contenedor de ropa
Contenedor de ropa;1;Calle  Hacienda de Pavones, 231 ;Calle Hacienda de Pavones;231;Moratalaz;http://www.wikidata.org/entity/Q2076109;40,400399;-3,634234;-3.634234 40.400399 Contenedor de ropa
Contenedor de ropa;1;Calle  Valdebernardo, 27 ;Calle Valdebernardo;27;Moratalaz;http://www.wikidata.org/entity/Q2076109;40,400992;-3,631843;-3.631843 40.400992 Contenedor de ropa
Contenedor de ropa;1;Calle  Luis de Hoyos Sainz, 170 ;Calle Luis de Hoyos Sainz;170;Moratalaz;http://www.wikidata.org/entity/Q2076109;40,403817;-3,629083;-3.629083 40.403817 Contenedor de ropa
Contenedor de ropa;1;Calle  Cañon del Rio lobos, 6 ;Calle Cañon del Rio lobos;6;Moratalaz;http://www.wikidata.org/entity/Q2076109;40,406089;-3,629022;-3.629022 40.406089 Contenedor de ropa
Contenedor de ropa;1;Avenida  Moratalaz, 37 ;Avenida Moratalaz;37;Moratalaz;http://www.wikidata.org/entity/Q2076109;40,407393;-3,659103;-3.659103 40.407393 Contenedor de ropa
Contenedor de ropa;1;Calle  Doctor Garcia Tapias, 122 ;Calle Doctor Garcia Tapias;122;Moratalaz;http://www.wikidata.org/entity/Q2076109;40,406316;-3,601658;-3.601658 40.406316 Contenedor de ropa
Contenedor de ropa;1;Calle  fuente carrantona, 38 ;Calle fuente carrantona;38;Moratalaz;http://www.wikidata.org/entity/Q2076109;40,41006;-3,629635;-3.629635 40.41006 Contenedor de ropa
Contenedor de ropa;1;Calle  Pico de los Artilleros, 152 ;Calle Pico de los Artilleros;152;Moratalaz;http://www.wikidata.org/entity/Q2076109;40,403662;-3,643027;-3.643027 40.403662 Contenedor de ropa
Contenedor de ropa;1;Calle  Santanderina , 7 ;Calle Santanderina ;7;Puente de Vallecas;https://www.wikidata.org/wiki/Q2003054;40,3736499;-3,659250444;-3.65925044364007 40.3736498979227 Contenedor de ropa
Contenedor de ropa;1;Avenida  Entrevias , 88 ;Avenida Entrevias ;88;Puente de Vallecas;https://www.wikidata.org/wiki/Q2003054;40,37842011;-3,664779485;-3.66477948462504 40.3784201060158 Contenedor de ropa
Contenedor de ropa;1;Calle  Barros, 4 frente;Calle Barros;4;Puente de Vallecas;https://www.wikidata.org/wiki/Q2003054;40,37678073;-3,668368951;-3.66836895103669 40.3767807326696 Contenedor de ropa
Contenedor de ropa;1;Calle  Ronda del Sur , 4 ;Calle Ronda del Sur ;4;Puente de Vallecas;https://www.wikidata.org/wiki/Q2003054;40,37768989;-3,673890151;-3.67389015071124 40.3776898881519 Contenedor de ropa
Contenedor de ropa;1;Calle  Los Pedroches, 9 frente;Calle Los Pedroches;9;Puente de Vallecas;https://www.wikidata.org/wiki/Q2003054;40,3804705;-3,67443974;-3.67443973972248 40.3804704990197 Contenedor de ropa
Contenedor de ropa;1;Calle  Conde Rodríguez San Pedro , 60 ;Calle Conde Rodríguez San Pedro ;60;Puente de Vallecas;https://www.wikidata.org/wiki/Q2003054;40,38336031;-3,670309816;-3.67030981625799 40.3833603086818 Contenedor de ropa
Contenedor de ropa;1;Calle  Puerto de Morcuera , 17 ;Calle Puerto de Morcuera ;17;Puente de Vallecas;https://www.wikidata.org/wiki/Q2003054;40,38385058;-3,667319887;-3.66731988677893 40.383850579474 Contenedor de ropa
Contenedor de ropa;1;Calle  Sierra Carbonera , 74 ;Calle Sierra Carbonera ;74;Puente de Vallecas;https://www.wikidata.org/wiki/Q2003054;40,39032034;-3,665229928;-3.66522992849518 40.3903203440764 Contenedor de ropa
Contenedor de ropa;1;Calle  Arroyo del Olivar , 110 ;Calle Arroyo del Olivar ;110;Puente de Vallecas;https://www.wikidata.org/wiki/Q2003054;40,3894605;-3,656150342;-3.65615034169392 40.389460500788 Contenedor de ropa
Contenedor de ropa;1;Calle  Buenos Aires , 28 ;Calle Buenos Aires ;28;Puente de Vallecas;https://www.wikidata.org/wiki/Q2003054;40,3864105;-3,653360294;-3.65336029430636 40.3864105013709 Contenedor de ropa
Contenedor de ropa;1;Calle  Buenos Aires , 95 ;Calle Buenos Aires ;95;Puente de Vallecas;https://www.wikidata.org/wiki/Q2003054;40,38026011;-3,652379629;-3.65237962871453 40.3802601135723 Contenedor de ropa
Contenedor de ropa;1;Avenida  Pablo Neruda , 89 frente;Avenida Pablo Neruda ;89;Puente de Vallecas;https://www.wikidata.org/wiki/Q2003054;40,38125031;-3,660299978;-3.66029997752638 40.3812503069853 Contenedor de ropa
Contenedor de ropa;1;Avenida  Pablo Neruda , 132 ;Avenida Pablo Neruda ;132;Puente de Vallecas;https://www.wikidata.org/wiki/Q2003054;40,38169007;-3,656799465;-3.65679946534022 40.3816900664061 Contenedor de ropa
Contenedor de ropa;1;Avenida  Pablo Neruda , 26 ;Avenida Pablo Neruda ;26;Puente de Vallecas;https://www.wikidata.org/wiki/Q2003054;40,38462992;-3,656449838;-3.65644983776902 40.3846299219691 Contenedor de ropa
Contenedor de ropa;1;Calle  Javier de Miguel , 42 ;Calle Javier de Miguel ;42;Puente de Vallecas;https://www.wikidata.org/wiki/Q2003054;40,3864797;-3,658789968;-3.6587899683932 40.386479696627 Contenedor de ropa
Contenedor de ropa;1;Calle  Miguel Hernández , 118 ;Calle Miguel Hernández ;118;Puente de Vallecas;https://www.wikidata.org/wiki/Q2003054;40,37938773;-3,65060921;-3.65060920995577 40.3793877349738 Contenedor de ropa
Contenedor de ropa;1;Calle  Rafael Alberti , 29 ;Calle Rafael Alberti ;29;Puente de Vallecas;https://www.wikidata.org/wiki/Q2003054;40,38541988;-3,641709408;-3.64170940778303 40.3854198757632 Contenedor de ropa
Contenedor de ropa;1;Avenida  Albufera , 250 ;Avenida Albufera ;250;Puente de Vallecas;https://www.wikidata.org/wiki/Q2003054;40,38852006;-3,641519685;-3.64151968543548 40.3885200612549 Contenedor de ropa
Contenedor de ropa;1;Calle  Rafael Fernandez Hijicos, 1 ;Calle Rafael Fernandez Hijicos;1;Puente de Vallecas;https://www.wikidata.org/wiki/Q2003054;40,39221043;-3,636749719;-3.63674971928278 40.3922104278307 Contenedor de ropa
Contenedor de ropa;1;Calle  Pont de Molins, 5 ;Calle Pont de Molins;5;Puente de Vallecas;https://www.wikidata.org/wiki/Q2003054;40,39280047;-3,654030043;-3.65403004251785 40.3928004730811 Contenedor de ropa
Contenedor de ropa;1;Calle   José Paulette, 43 ;Calle  José Paulette;43;Puente de Vallecas;https://www.wikidata.org/wiki/Q2003054;40,39408037;-3,654559701;-3.65455970061134 40.3940803709452 Contenedor de ropa
Contenedor de ropa;1;Calle  Ramón Perez de Ayala , 60 ;Calle Ramón Perez de Ayala ;60;Puente de Vallecas;https://www.wikidata.org/wiki/Q2003054;40,39723056;-3,654610239;-3.65461023939437 40.3972305635656 Contenedor de ropa
Contenedor de ropa;1;Calle  Alto del León, 12 ;Calle Alto del León;12;Puente de Vallecas;https://www.wikidata.org/wiki/Q2003054;40,399411;-3,658575;-3.658575 40.399411 Contenedor de ropa
Contenedor de ropa;1;Calle  Sierra Toledana , 29 ;Calle Sierra Toledana ;29;Puente de Vallecas;https://www.wikidata.org/wiki/Q2003054;40,40196981;-3,660390432;-3.66039043208566 40.4019698066433 Contenedor de ropa
Contenedor de ropa;1;Calle  Convenio  , 39 frente;Calle Convenio  ;39;Puente de Vallecas;https://www.wikidata.org/wiki/Q2003054;40,39061052;-3,67176024;-3.67176023953141 40.3906105224271 Contenedor de ropa
Contenedor de ropa;1;Calle  Picos de Europa ,  esq calle Enrique Velasco;Calle Picos de Europa ;s/n;Puente de Vallecas;https://www.wikidata.org/wiki/Q2003054;40,39598294;-3,661522318;-3.66152231795646 40.3959829387143 Contenedor de ropa
Contenedor de ropa;1;Calle  Jose del Pino, 26 ;Calle Jose del Pino;26;Puente de Vallecas;https://www.wikidata.org/wiki/Q2003054;40,35065515;-3,691240105;-3.69124010471521 40.3506551455768 Contenedor de ropa
Contenedor de ropa;1;Avenida  San Diego, 61 ;Avenida San Diego;61;Puente de Vallecas;https://www.wikidata.org/wiki/Q2003054;40,38698957;-3,668279506;-3.66827950636102 40.3869895745739 Contenedor de ropa
Contenedor de ropa;1;Avenida  Parque Palomeras Bajas, 14 ;Avenida Parque Palomeras Bajas;14;Puente de Vallecas;https://www.wikidata.org/wiki/Q2003054;40,38006493;-3,662686694;-3.66268669376921 40.380064929342 Contenedor de ropa
Contenedor de ropa;1;Calle  Mogambo , 4 esquina calle Violetera;Calle Mogambo ;4;Puente de Vallecas;https://www.wikidata.org/wiki/Q2003054;40,37957076;-3,657005776;-3.6570057756456 40.3795707620414 Contenedor de ropa
Contenedor de ropa;1;Paseo  Reina Cristina, 24 ;Paseo Reina Cristina;24;Retiro;http://www.wikidata.org/entity/Q2002296;40,407269;-3,680789;-3.680789 40.407269 Contenedor de ropa
Contenedor de ropa;1;Avenida  Menendez Pelayo, 30 ;Avenida Menendez Pelayo;30;Retiro;http://www.wikidata.org/entity/Q2002296;40,405904;-3,679293;-3.679293 40.405904 Contenedor de ropa
Contenedor de ropa;1;Calle  Valderribas, 27 ;Calle Valderribas;27;Retiro;http://www.wikidata.org/entity/Q2002296;40,405292;-3,677103;-3.677103 40.405292 Contenedor de ropa
Contenedor de ropa;1;Calle  Abtao, 20 ;Calle Abtao;20;Retiro;http://www.wikidata.org/entity/Q2002296;40,405839;-3,675493;-3.675493 40.405839 Contenedor de ropa
Contenedor de ropa;1;Calle  Cavanilles, 27 ;Calle Cavanilles;27;Retiro;http://www.wikidata.org/entity/Q2002296;40,404717;-3,675625;-3.675625 40.404717 Contenedor de ropa
Contenedor de ropa;1;Calle  Sanchez Barcaiztegui, 4 ;Calle Sanchez Barcaiztegui;4;Retiro;http://www.wikidata.org/entity/Q2002296;40,404022;-3,674638;-3.674638 40.404022 Contenedor de ropa
Contenedor de ropa;1;Calle  Sanchez Barcaiztegui, 23 ;Calle Sanchez Barcaiztegui;23;Retiro;http://www.wikidata.org/entity/Q2002296;40,404054;-3,6747;-3.6747 40.404054 Contenedor de ropa
Contenedor de ropa;1;Calle  Leon Gil de Palacio, 1 ;Calle Leon Gil de Palacio;1;Retiro;http://www.wikidata.org/entity/Q2002296;40,402467;-3,676057;-3.676057 40.402467 Contenedor de ropa
Contenedor de ropa;1;Calle  Alfonso XI, 15 ;Calle Alfonso XI;15;Retiro;http://www.wikidata.org/entity/Q2002296;40,416816;-3,690305;-3.690305 40.416816 Contenedor de ropa
Contenedor de ropa;1;Calle  Tellez, 13 ;Calle Tellez;13;Retiro;http://www.wikidata.org/entity/Q2002296;40,403122;-3,678819;-3.678819 40.403122 Contenedor de ropa
Contenedor de ropa;1;Calle  Estrella Polar, 19 ;Calle Estrella Polar;19;Retiro;http://www.wikidata.org/entity/Q2002296;40,411155;-3,664187;-3.664187 40.411155 Contenedor de ropa
Contenedor de ropa;1;Calle  Seco, 4 ;Calle Seco;4;Retiro;http://www.wikidata.org/entity/Q2002296;40,399031;-3,672088;-3.672088 40.399031 Contenedor de ropa
Contenedor de ropa;1;Calle  Luis Mitjans, 41 ;Calle Luis Mitjans;41;Retiro;http://www.wikidata.org/entity/Q2002296;40,403907;-3,668894;-3.668894 40.403907 Contenedor de ropa
Contenedor de ropa;1;Calle  Doctor Esquerdo, 138  esquinaSanta Sabina;Calle Doctor Esquerdo;138;Retiro;http://www.wikidata.org/entity/Q2002296;40,405438;-3,670927;-3.670927 40.405438 Contenedor de ropa
Contenedor de ropa;1;Calle  Lira, 8 ;Calle Lira;8;Retiro;http://www.wikidata.org/entity/Q2002296;40,408425;-3,668829;-3.668829 40.408425 Contenedor de ropa
Contenedor de ropa;1;Avenida del Mediterráneo, 47 ;Avenida del Mediterráneo;47;Retiro;http://www.wikidata.org/entity/Q2002296;40,406959;-3,668656;-3.668656 40.406959 Contenedor de ropa
Contenedor de ropa;1;Calle   Doctor Esquerdo, 155 ;Calle Doctor Esquerdo;155;Retiro;http://www.wikidata.org/entity/Q2002296;40,40926;-3,669844;-3.669844 40.40926 Contenedor de ropa
Contenedor de ropa;1;Calle   Cruz del Sur , 5 esquina Los Astros;Calle Cruz del Sur ;5;Retiro;http://www.wikidata.org/entity/Q2002296;40,411277;-3,668584;-3.668584 40.411277 Contenedor de ropa
Contenedor de ropa;1;Calle   Antonio Arias, 2 ;Calle Antonio Arias;2;Retiro;http://www.wikidata.org/entity/Q2002296;40,417923;-3,671579;-3.671579 40.417923 Contenedor de ropa
Contenedor de ropa;1;Calle   Estrella Polar, 8 ;Calle Estrella Polar;8;Retiro;http://www.wikidata.org/entity/Q2002296;40,410729;-3,666699;-3.666699 40.410729 Contenedor de ropa
Contenedor de ropa;1;Calle   Pez Austral, 15  esquina Estrella Polar;Calle Pez Austral;15;Retiro;http://www.wikidata.org/entity/Q2002296;40,411181;-3,665836;-3.665836 40.411181 Contenedor de ropa
Contenedor de ropa;1;Calle   Pez Volador, 38 ;Calle Pez Volador;38;Retiro;http://www.wikidata.org/entity/Q2002296;40,414002;-3,663142;-3.663142 40.414002 Contenedor de ropa
Contenedor de ropa;1;Calle   Juan Esplandiu, 2 ;Calle Juan Esplandiu;2;Retiro;http://www.wikidata.org/entity/Q2002296;40,415995;-3,66487;-3.66487 40.415995 Contenedor de ropa
Contenedor de ropa;1;Calle   Marques de Lozoya, 46 ;Calle Marques de Lozoya;46;Retiro;http://www.wikidata.org/entity/Q2002296;40,416977;-3,664509;-3.664509 40.416977 Contenedor de ropa
Contenedor de ropa;1;Calle   Alcalde Sainz de Baranda, 91 ;Calle Alcalde Sainz de Baranda;91;Retiro;http://www.wikidata.org/entity/Q2002296;40,417432;-3,667532;-3.667532 40.417432 Contenedor de ropa
Contenedor de ropa;1;Calle   Doctor Esquerdo, 111 ;Calle Doctor Esquerdo;111;Retiro;http://www.wikidata.org/entity/Q2002296;40,414964;-3,669357;-3.669357 40.414964 Contenedor de ropa
Contenedor de ropa;1;Calle   Doctor Esquerdo, 60 ;Calle Doctor Esquerdo;60;Retiro;http://www.wikidata.org/entity/Q2002296;40,416779;-3,669436;-3.669436 40.416779 Contenedor de ropa
Contenedor de ropa;1;Calle   Ibiza, 15 ;Calle Ibiza;15;Retiro;http://www.wikidata.org/entity/Q2002296;40,418402;-3,677129;-3.677129 40.418402 Contenedor de ropa
Contenedor de ropa;1;Calle   Alcalde Sainz de Baranda, 38 ;Calle Alcalde Sainz de Baranda;38;Retiro;http://www.wikidata.org/entity/Q2002296;40,416787;-3,673526;-3.673526 40.416787 Contenedor de ropa
Contenedor de ropa;1;Calle   Narvaez, 38 ;Calle Narvaez;38;Retiro;http://www.wikidata.org/entity/Q2002296;40,420501;-3,676152;-3.676152 40.420501 Contenedor de ropa
Contenedor de ropa;1;Calle   Narvaez, 74 ;Calle Narvaez;74;Retiro;http://www.wikidata.org/entity/Q2002296;40,417155;-3,676479;-3.676479 40.417155 Contenedor de ropa
Contenedor de ropa;1;Calle   Pio Baroja, 8 ;Calle Pio Baroja;8;Retiro;http://www.wikidata.org/entity/Q2002296;40,413193;-3,674619;-3.674619 40.413193 Contenedor de ropa
Contenedor de ropa;1;Calle   Doce de Octubre, 19 ;Calle Doce de Octubre;19;Retiro;http://www.wikidata.org/entity/Q2002296;40,415913;-3,674991;-3.674991 40.415913 Contenedor de ropa
Contenedor de ropa;1;Calle   Antonio Diaz - Cañabate, 32 ;Calle Antonio Diaz - Cañabate;32;Retiro;http://www.wikidata.org/entity/Q2002296;40,407218;-3,673702;-3.673702 40.407218 Contenedor de ropa
Contenedor de ropa;1;Avenida del Mediterráneo, 15 ;Avenida del Mediterráneo;15;Retiro;http://www.wikidata.org/entity/Q2002296;40,407365;-3,675665;-3.675665 40.407365 Contenedor de ropa
Contenedor de ropa;1;Calle de los  Reyes Magos ,  esquina Avenida del Mediterraneo;Calle de los  Reyes Magos ;s/n;Retiro;http://www.wikidata.org/entity/Q2002296;40,40772;-3,67716;-3.67716 40.40772 Contenedor de ropa
Contenedor de ropa;1;Calle  Conde de Cartagena, 2 ;Calle Conde de Cartagena;2;Retiro;http://www.wikidata.org/entity/Q2002296;40,409273;-3,676892;-3.676892 40.409273 Contenedor de ropa
Contenedor de ropa;1;Plaza  Mariano de Cavia, 1 ;Plaza Mariano de Cavia;1;Retiro;http://www.wikidata.org/entity/Q2002296;40,407217;-3,678257;-3.678257 40.407217 Contenedor de ropa
Contenedor de ropa;1;Calle  Luis Peidro, 2 ;Calle Luis Peidro;2;Retiro;http://www.wikidata.org/entity/Q2002296;40,397;-3,67352;-3.67352 40.397 Contenedor de ropa
Contenedor de ropa;1;Calle   Maiquez, 14 ;Calle  Maiquez;14;Salamanca;http://www.wikidata.org/entity/Q1773521;40,421674;-3,672951;-3.672951 40.421674 Contenedor de ropa
Contenedor de ropa;1;Calle  Lope de Rueda, 5 ;Calle Lope de Rueda;5;Salamanca;http://www.wikidata.org/entity/Q1773521;40,42326;-3,677258;-3.677258 40.42326 Contenedor de ropa
Contenedor de ropa;1;Calle  Jorge Juan, 82 frente;Calle Jorge Juan;82;Salamanca;http://www.wikidata.org/entity/Q1773521;40,42316;-3,6753;-3.6753 40.42316 Contenedor de ropa
Contenedor de ropa;1;Calle  General Diaz Porlier, 9 ;Calle General Diaz Porlier;9;Salamanca;http://www.wikidata.org/entity/Q1773521;40,42532;-3,67747;-3.67747 40.42532 Contenedor de ropa
Contenedor de ropa;1;Calle  General Pardiñas, 20 ;Calle General Pardiñas;20;Salamanca;http://www.wikidata.org/entity/Q1773521;40,42531;-3,67858;-3.67858 40.42531 Contenedor de ropa
Contenedor de ropa;1;Calle  Goya, 52 ;Calle Goya;52;Salamanca;http://www.wikidata.org/entity/Q1773521;40,42476;-3,67829;-3.67829 40.42476 Contenedor de ropa
Contenedor de ropa;1;Calle  General Pardiñas, 3 ;Calle General Pardiñas;3;Salamanca;http://www.wikidata.org/entity/Q1773521;40,42386;-3,67884;-3.67884 40.42386 Contenedor de ropa
Contenedor de ropa;1;Calle  O'Donnell, 16 ;Calle O'Donnell;16;Salamanca;http://www.wikidata.org/entity/Q1773521;40,4214;-3,67701;-3.67701 40.4214 Contenedor de ropa
Contenedor de ropa;1;Calle   Pedro Muñoz Seca, 1 ;Calle  Pedro Muñoz Seca;1;Salamanca;http://www.wikidata.org/entity/Q1773521;40,420022;-3,691006;-3.691006 40.420022 Contenedor de ropa
Contenedor de ropa;1;Calle  Lagasca, 51 ;Calle Lagasca;51;Salamanca;http://www.wikidata.org/entity/Q1773521;40,42724;-3,685338;-3.685338 40.42724 Contenedor de ropa
Contenedor de ropa;1;Calle  Nuñez de Balboa, 33 ;Calle Nuñez de Balboa;33;Salamanca;http://www.wikidata.org/entity/Q1773521;40,42487;-3,6829;-3.6829 40.42487 Contenedor de ropa
Contenedor de ropa;1;Calle  Ayala, 42 ;Calle Ayala;42;Salamanca;http://www.wikidata.org/entity/Q1773521;40,427673;-3,684271;-3.684271 40.427673 Contenedor de ropa
Contenedor de ropa;1;Calle  Hermosilla, 57 ;Calle Hermosilla;57;Salamanca;http://www.wikidata.org/entity/Q1773521;40,42593;-3,67562;-3.67562 40.42593 Contenedor de ropa
Contenedor de ropa;1;Calle  Hermosilla, 95 ;Calle Hermosilla;95;Salamanca;http://www.wikidata.org/entity/Q1773521;40,42612;-3,68;-3.68 40.42612 Contenedor de ropa
Contenedor de ropa;1;Calle  Montesa, 9 ;Calle Montesa;9;Salamanca;http://www.wikidata.org/entity/Q1773521;40,427387;-3,672445;-3.672445 40.427387 Contenedor de ropa
Contenedor de ropa;1;Calle  Fuente del Berro, 1 esquina calle Alcalá;Calle Fuente del Berro;1;Salamanca;http://www.wikidata.org/entity/Q1773521;40,426719;-3,670647;-3.670647 40.426719 Contenedor de ropa
Contenedor de ropa;1;Calle  Goya, 106 ;Calle Goya;106;Salamanca;http://www.wikidata.org/entity/Q1773521;40,42437;-3,67034;-3.67034 40.42437 Contenedor de ropa
Contenedor de ropa;1;Calle  Jorge Juan, 110 ;Calle Jorge Juan;110;Salamanca;http://www.wikidata.org/entity/Q1773521;40,42282;-3,66725;-3.66725 40.42282 Contenedor de ropa
Contenedor de ropa;1;Calle de los Peñascales, 15 ;Calle de los Peñascales;15;Salamanca;http://www.wikidata.org/entity/Q1773521;40,424103;-3,66669;-3.66669 40.424103 Contenedor de ropa
Contenedor de ropa;1;Paseo  Marques de Zafra, 37 ;Paseo Marques de Zafra;37;Salamanca;http://www.wikidata.org/entity/Q1773521;40,42577;-3,66386;-3.66386 40.42577 Contenedor de ropa
Contenedor de ropa;1;Paseo  Marques de Zafra, 17 ;Paseo Marques de Zafra;17;Salamanca;http://www.wikidata.org/entity/Q1773521;40,42654;-3,66642;-3.66642 40.42654 Contenedor de ropa
Contenedor de ropa;1;Calle  Marques de Zafra, 2 ;Calle Marques de Zafra;2;Salamanca;http://www.wikidata.org/entity/Q1773521;40,42499;-3,66266;-3.66266 40.42499 Contenedor de ropa
Contenedor de ropa;1;Calle  Alejandro Gonzalez, 4 ;Calle Alejandro Gonzalez;4;Salamanca;http://www.wikidata.org/entity/Q1773521;40,42996;-3,66388;-3.66388 40.42996 Contenedor de ropa
Contenedor de ropa;1;Plaza  America Española,  esquina Marqués de Mondéjar;Plaza America Española;s/n;Salamanca;http://www.wikidata.org/entity/Q1773521;40,42894;-3,66279;-3.66279 40.42894 Contenedor de ropa
Contenedor de ropa;1;Calle  Sancho Davila, 12 ;Calle Sancho Davila;12;Salamanca;http://www.wikidata.org/entity/Q1773521;40,42789;-3,6622;-3.6622 40.42789 Contenedor de ropa
Contenedor de ropa;1;Calle  Doctor Gomez Ulla, 2 ;Calle Doctor Gomez Ulla;2;Salamanca;http://www.wikidata.org/entity/Q1773521;40,42884;-3,66809;-3.66809 40.42884 Contenedor de ropa
